method,class_index,species,family,genus,test_images,correct,accuracy,most_common_wrong_class,most_common_wrong_species,most_common_wrong_count
Validation-selected ResNet50/ConvNeXt ensemble,174,Pyrrhocorax graculus (Alpine Chough),Corvidae,Pyrrhocorax,10,8,0.8,181,Agelaius tricolor (Tricolored Blackbird),1
Validation-selected ResNet50/ConvNeXt ensemble,175,Taeniopygia bichenovii (Double-barred Finch),Estrildidae,Taeniopygia,10,8,0.8,353,Anredera cordifolia (Mignonette vine),1
Validation-selected ResNet50/ConvNeXt ensemble,180,Tachycineta thalassina (Violet-green Swallow),Hirundinidae,Tachycineta,10,8,0.8,178,Riparia riparia (Bank Swallow),1
Validation-selected ResNet50/ConvNeXt ensemble,181,Agelaius tricolor (Tricolored Blackbird),Icteridae,Agelaius,10,8,0.8,230,Castor canadensis (American Beaver),1
Validation-selected ResNet50/ConvNeXt ensemble,195,Pipilo erythrophthalmus (Eastern Towhee),Passerellidae,Pipilo,10,8,0.8,191,Setophaga ruticilla (American Redstart),1
Validation-selected ResNet50/ConvNeXt ensemble,197,Petroica macrocephala (Tomtit),Petroicidae,Petroica,10,8,0.8,223,Canis lupus (Gray Wolf),1
Validation-selected ResNet50/ConvNeXt ensemble,200,Chamaea fasciata (Wrentit),Sylviidae,Chamaea,10,8,0.8,201,Saltator coerulescens (Grayish Saltator),1
Validation-selected ResNet50/ConvNeXt ensemble,201,Saltator coerulescens (Grayish Saltator),Thraupidae,Saltator,10,8,0.8,170,Pheucticus chrysopeplus (Yellow Grosbeak),1
Validation-selected ResNet50/ConvNeXt ensemble,233,Sciurus aureogaster (Red-bellied Squirrel),Sciuridae,Sciurus,10,8,0.8,228,Galeopterus variegatus (Sunda Flying Lemur),1
Validation-selected ResNet50/ConvNeXt ensemble,238,Dendrelaphis pictus (Common Bronze-back),Colubridae,Dendrelaphis,10,8,0.8,467,Rubus schmidelioides,1
Validation-selected ResNet50/ConvNeXt ensemble,239,Lampropeltis triangulum (Eastern Milksnake),Colubridae,Lampropeltis,10,8,0.8,248,Sistrurus catenatus (Massasauga),1
Validation-selected ResNet50/ConvNeXt ensemble,240,Tantilla gracilis (Flat-headed Snake),Colubridae,Tantilla,10,8,0.8,241,Zamenis longissimus (Aesculapian Snake),1
Validation-selected ResNet50/ConvNeXt ensemble,243,Micrurus tener (Texas Coralsnake),Elapidae,Micrurus,10,8,0.8,4,Paravaejovis puritanus,1
Validation-selected ResNet50/ConvNeXt ensemble,251,Aliger gigas (Queen Conch),Strombidae,Aliger,10,8,0.8,140,Hippocampus histrix (Spiny Seahorse),1
Validation-selected ResNet50/ConvNeXt ensemble,254,Americoliva sayana (Lettered Olive),Olividae,Americoliva,10,8,0.8,253,Californiconus californicus (California Cone),1
Validation-selected ResNet50/ConvNeXt ensemble,264,Agaricus xanthodermus (Yellow Stainer),Agaricaceae,Agaricus,10,8,0.8,340,Taraxacum officinale (common dandelion),1
Validation-selected ResNet50/ConvNeXt ensemble,266,Amanita rubescens (blusher),Amanitaceae,Amanita,10,8,0.8,269,Chalciporus piperatus (Peppery Bolete),1
Validation-selected ResNet50/ConvNeXt ensemble,272,Fomes fomentarius (Hoof Fungus),Polyporaceae,Fomes,10,8,0.8,223,Canis lupus (Gray Wolf),1
Validation-selected ResNet50/ConvNeXt ensemble,279,Ephedra trifurca (longleaf ephedra),Ephedraceae,Ephedra,10,8,0.8,465,Prunus spinosa (Blackthorn),1
Validation-selected ResNet50/ConvNeXt ensemble,294,Ophrys insectifera (Fly Orchid),Orchidaceae,Ophrys,10,8,0.8,305,Schoenoplectus pungens (common three-square),1
Validation-selected ResNet50/ConvNeXt ensemble,296,Spiranthes lacera (Slender Ladies' Tresses),Orchidaceae,Spiranthes,10,8,0.8,306,Paspalum dilatatum (Dallis grass),1
Validation-selected ResNet50/ConvNeXt ensemble,304,Carex digitata (Fingered Sedge),Cyperaceae,Carex,10,8,0.8,310,Themeda triandra (Kangaroo Grass),1
Validation-selected ResNet50/ConvNeXt ensemble,305,Schoenoplectus pungens (common three-square),Cyperaceae,Schoenoplectus,10,8,0.8,139,Plotosus lineatus (Striped Eel Catfish),1
Validation-selected ResNet50/ConvNeXt ensemble,316,Schefflera actinophylla (Octopus Tree),Araliaceae,Schefflera,10,8,0.8,432,Asimina triloba (common pawpaw),1
Validation-selected ResNet50/ConvNeXt ensemble,318,Achillea millefolium (common yarrow),Asteraceae,Achillea,10,8,0.8,320,Artemisia vulgaris (common mugwort),1
Validation-selected ResNet50/ConvNeXt ensemble,326,Eupatorium capillifolium (dogfennel),Asteraceae,Eupatorium,10,8,0.8,307,Poa annua (Annual Meadow-grass),1
Validation-selected ResNet50/ConvNeXt ensemble,328,Helenium amarum (Bitterweed),Asteraceae,Helenium,10,8,0.8,324,Erigeron sumatrensis (tropical horseweed),1
Validation-selected ResNet50/ConvNeXt ensemble,332,Nabalus albus (white rattlesnakeroot),Asteraceae,Nabalus,10,8,0.8,378,Viburnum acerifolium (mapleleaf viburnum),1
Validation-selected ResNet50/ConvNeXt ensemble,335,Polymnia canadensis (leafcup),Asteraceae,Polymnia,10,8,0.8,366,Fallopia cilinodis (Fringed Bindweed),1
Validation-selected ResNet50/ConvNeXt ensemble,338,Solidago rugosa (common wrinkle-leaved goldenrod),Asteraceae,Solidago,10,8,0.8,428,Verbascum nigrum (Dark Mullein),1
Validation-selected ResNet50/ConvNeXt ensemble,349,Cardamine impatiens (narrow-leaved bittercress),Brassicaceae,Cardamine,10,8,0.8,284,Asparagus officinalis (asparagus),1
Validation-selected ResNet50/ConvNeXt ensemble,353,Anredera cordifolia (Mignonette vine),Basellaceae,Anredera,10,8,0.8,408,Coprosma grandifolia (Kanono),1
Validation-selected ResNet50/ConvNeXt ensemble,354,Echinocereus enneacanthus (Strawberry Cactus),Cactaceae,Echinocereus,10,8,0.8,356,Echinocereus stramineus (strawberry hedgehog cactus),1
Validation-selected ResNet50/ConvNeXt ensemble,356,Echinocereus stramineus (strawberry hedgehog cactus),Cactaceae,Echinocereus,10,8,0.8,358,Ferocactus cylindraceus (California barrel cactus),1
Validation-selected ResNet50/ConvNeXt ensemble,359,Honckenya peploides (Sea Sandwort),Caryophyllaceae,Honckenya,10,8,0.8,324,Erigeron sumatrensis (tropical horseweed),1
Validation-selected ResNet50/ConvNeXt ensemble,366,Fallopia cilinodis (Fringed Bindweed),Polygonaceae,Fallopia,10,8,0.8,459,Morus indica (Korean mulberry),1
Validation-selected ResNet50/ConvNeXt ensemble,370,Pterostegia drymarioides (woodland pterostegia),Polygonaceae,Pterostegia,10,8,0.8,140,Hippocampus histrix (Spiny Seahorse),1
Validation-selected ResNet50/ConvNeXt ensemble,372,Canotia holacantha (crucifixion thorn),Celastraceae,Canotia,10,8,0.8,463,Prunus fasciculata (desert almond),1
Validation-selected ResNet50/ConvNeXt ensemble,377,Symphoricarpos occidentalis (Western Snowberry),Caprifoliaceae,Symphoricarpos,10,8,0.8,368,Polygonum aviculare (prostrate knotweed),1
Validation-selected ResNet50/ConvNeXt ensemble,381,Calluna vulgaris (common heather),Ericaceae,Calluna,10,8,0.8,281,Allium cernuum (nodding onion),1
Validation-selected ResNet50/ConvNeXt ensemble,385,Gaultheria antipoda,Ericaceae,Gaultheria,10,8,0.8,319,Ambrosia salsola (common burrobrush),1
Validation-selected ResNet50/ConvNeXt ensemble,388,Vaccinium membranaceum (black huckleberry),Ericaceae,Vaccinium,10,8,0.8,439,Salix bebbiana (bebb's willow),1
Validation-selected ResNet50/ConvNeXt ensemble,391,Phlox longifolia (longleaf phlox),Polemoniaceae,Phlox,10,8,0.8,295,Spathoglottis plicata (Philippine Ground Orchid),1
Validation-selected ResNet50/ConvNeXt ensemble,404,Morella californica (California Wax Myrtle),Myricaceae,Morella,10,8,0.8,280,Cocos nucifera (coconut palm),1
Validation-selected ResNet50/ConvNeXt ensemble,406,Frasera caroliniensis (American columbo),Gentianaceae,Frasera,10,8,0.8,282,Hymenocallis liriosme (spring spiderlily),1
Validation-selected ResNet50/ConvNeXt ensemble,408,Coprosma grandifolia (Kanono),Rubiaceae,Coprosma,10,8,0.8,353,Anredera cordifolia (Mignonette vine),1
Validation-selected ResNet50/ConvNeXt ensemble,410,Ajuga reptans (carpet bugle),Lamiaceae,Ajuga,10,8,0.8,409,Ajuga genevensis (Blue Bugle),1
Validation-selected ResNet50/ConvNeXt ensemble,413,Salvia apiana (white sage),Lamiaceae,Salvia,10,8,0.8,223,Canis lupus (Gray Wolf),1
Validation-selected ResNet50/ConvNeXt ensemble,415,Stachys palustris (Marsh Woundwort),Lamiaceae,Stachys,10,8,0.8,287,Asphodelus ramosus (Branched Asphodel),1
Validation-selected ResNet50/ConvNeXt ensemble,416,Trichostema lanatum (woolly blue curls),Lamiaceae,Trichostema,10,8,0.8,381,Calluna vulgaris (common heather),1
Validation-selected ResNet50/ConvNeXt ensemble,425,Veronica americana (American brooklime),Plantaginaceae,Veronica,10,8,0.8,426,Veronica filiformis (Slender speedwell),1
Validation-selected ResNet50/ConvNeXt ensemble,429,Verbascum virgatum (Wand Mullein),Scrophulariaceae,Verbascum,10,8,0.8,428,Verbascum nigrum (Dark Mullein),1
Validation-selected ResNet50/ConvNeXt ensemble,430,Duranta erecta (golden dewdrop),Verbenaceae,Duranta,10,8,0.8,445,Muntingia calabura (Cherry Tree),1
Validation-selected ResNet50/ConvNeXt ensemble,433,Magnolia tripetala (umbrella magnolia),Magnoliaceae,Magnolia,10,8,0.8,495,Lomaria discolor (Crown Fern),1
Validation-selected ResNet50/ConvNeXt ensemble,447,Aristotelia serrata (Wineberry),Elaeocarpaceae,Aristotelia,10,8,0.8,398,Robinia pseudoacacia (black locust),1
Validation-selected ResNet50/ConvNeXt ensemble,452,Adonis vernalis (Spring Adonis),Ranunculaceae,Adonis,10,8,0.8,334,Packera tampicana (Great Plains Ragwort),1
Validation-selected ResNet50/ConvNeXt ensemble,457,Pulsatilla patens (eastern pasqueflower),Ranunculaceae,Pulsatilla,10,8,0.8,289,Crocus vernus (Spring Crocus),1
Validation-selected ResNet50/ConvNeXt ensemble,460,Crataegus marshallii (parsley hawthorn),Rosaceae,Crataegus,10,8,0.8,349,Cardamine impatiens (narrow-leaved bittercress),1
Validation-selected ResNet50/ConvNeXt ensemble,465,Prunus spinosa (Blackthorn),Rosaceae,Prunus,10,8,0.8,362,Montia parvifolia (Small-leaved Blinks),1
Validation-selected ResNet50/ConvNeXt ensemble,472,Phoradendron californicum (desert mistletoe),Santalaceae,Phoradendron,10,8,0.8,380,Arctostaphylos glauca (Big Berry Manzanita),1
Validation-selected ResNet50/ConvNeXt ensemble,476,Aesculus pavia (Red Buckeye),Sapindaceae,Aesculus,10,8,0.8,420,Epifagus virginiana (Beechdrops),1
Validation-selected ResNet50/ConvNeXt ensemble,479,Ribes uva-crispa (Goose-berry),Grossulariaceae,Ribes,10,8,0.8,378,Viburnum acerifolium (mapleleaf viburnum),1
Validation-selected ResNet50/ConvNeXt ensemble,484,Solanum elaeagnifolium (White Horse-nettle),Solanaceae,Solanum,10,8,0.8,368,Polygonum aviculare (prostrate knotweed),1
Validation-selected ResNet50/ConvNeXt ensemble,490,Abies concolor (white fir),Pinaceae,Abies,10,8,0.8,493,Gleichenia dicarpa (tangle fern),1
Validation-selected ResNet50/ConvNeXt ensemble,494,Asplenium bulbiferum (Hen and Chicks Fern),Aspleniaceae,Asplenium,10,8,0.8,334,Packera tampicana (Great Plains Ragwort),1
Validation-selected ResNet50/ConvNeXt ensemble,496,Cystopteris fragilis (brittle bladderfern),Cystopteridaceae,Cystopteris,10,8,0.8,349,Cardamine impatiens (narrow-leaved bittercress),1
Validation-selected ResNet50/ConvNeXt ensemble,499,Phegopteris hexagonoptera (broad beech fern),Thelypteridaceae,Phegopteris,10,8,0.8,352,Dysphania ambrosioides (Mexican tea),1
Validation-selected ResNet50/ConvNeXt ensemble,0,Araneus diadematus (Cross Orbweaver),Araneidae,Araneus,10,9,0.9,87,Doxocopa laure (Silver Emperor),1
Validation-selected ResNet50/ConvNeXt ensemble,1,Trichonephila clavipes (Golden Silk Spider),Araneidae,Trichonephila,10,9,0.9,187,Poecile rufescens (Chestnut-backed Chickadee),1
Validation-selected ResNet50/ConvNeXt ensemble,3,Phidippus johnsoni (Johnson's Jumping Spider),Salticidae,Phidippus,10,9,0.9,127,Petrolisthes elongatus (New Zealand Half Crab),1
Validation-selected ResNet50/ConvNeXt ensemble,6,Scolopendra heros (Giant Desert Centipede),Scolopendridae,Scolopendra,10,9,0.9,5,Hemiscolopendra marginata (Eastern Bark Centipede),1
Validation-selected ResNet50/ConvNeXt ensemble,7,Agrilus planipennis (Emerald Ash Borer),Buprestidae,Agrilus,10,9,0.9,402,Quercus michauxii (swamp chestnut oak),1
Validation-selected ResNet50/ConvNeXt ensemble,9,Rutpela maculata (Spotted Longhorn),Cerambycidae,Rutpela,10,9,0.9,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),1
Validation-selected ResNet50/ConvNeXt ensemble,10,Trichocnemis spiculatus (Spined Woodborer),Cerambycidae,Trichocnemis,10,9,0.9,19,Exaireta spinigera (Garden soldier fly),1
Validation-selected ResNet50/ConvNeXt ensemble,12,Henosepilachna vigintioctopunctata (Hadda Beetle),Coccinellidae,Henosepilachna,10,9,0.9,102,Hemileuca maia (Buck Moth),1
Validation-selected ResNet50/ConvNeXt ensemble,19,Exaireta spinigera (Garden soldier fly),Stratiomyidae,Exaireta,10,9,0.9,31,Nezara viridula (Southern Green Stink Bug),1
Validation-selected ResNet50/ConvNeXt ensemble,20,Copestylum mexicanum (Mexican Cactus Fly),Syrphidae,Copestylum,10,9,0.9,14,Anoplotrupes stercorosus (Woodland Dor Beetle),1
Validation-selected ResNet50/ConvNeXt ensemble,21,Eristalis stipator (Yellow-shouldered Drone Fly),Syrphidae,Eristalis,10,9,0.9,464,Prunus pumila (sand cherry),1
Validation-selected ResNet50/ConvNeXt ensemble,22,Eristalis transversa (Transverse-banded Flower Fly),Syrphidae,Eristalis,10,9,0.9,20,Copestylum mexicanum (Mexican Cactus Fly),1
Validation-selected ResNet50/ConvNeXt ensemble,31,Nezara viridula (Southern Green Stink Bug),Pentatomidae,Nezara,10,9,0.9,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),1
Validation-selected ResNet50/ConvNeXt ensemble,34,Xylocopa micans (Southern Carpenter Bee),Apidae,Xylocopa,10,9,0.9,417,Vitex agnus-castus (Lilac chaste tree),1
Validation-selected ResNet50/ConvNeXt ensemble,36,Amphibolips confluenta (Spongy Oak Apple Gall Wasp),Cynipidae,Amphibolips,10,9,0.9,335,Polymnia canadensis (leafcup),1
Validation-selected ResNet50/ConvNeXt ensemble,37,Camponotus floridanus (Florida Carpenter Ant),Formicidae,Camponotus,10,9,0.9,143,Rana aurora (Northern Red-legged Frog),1
Validation-selected ResNet50/ConvNeXt ensemble,38,Camponotus novaeboracensis (New York Carpenter Ant),Formicidae,Camponotus,10,9,0.9,37,Camponotus floridanus (Florida Carpenter Ant),1
Validation-selected ResNet50/ConvNeXt ensemble,41,Ammophila procera (Common Thread-waisted Wasp),Sphecidae,Ammophila,10,9,0.9,19,Exaireta spinigera (Garden soldier fly),1
Validation-selected ResNet50/ConvNeXt ensemble,43,Achyra rantalis (Garden Webworm Moth),Crambidae,Achyra,10,9,0.9,44,Agriphila straminella (Pearl Veneer),1
Validation-selected ResNet50/ConvNeXt ensemble,47,Pyrausta volupialis (Volupial Pyrausta Moth),Crambidae,Pyrausta,10,9,0.9,43,Achyra rantalis (Garden Webworm Moth),1
Validation-selected ResNet50/ConvNeXt ensemble,49,Bulia deducta (Deduced Graphic),Erebidae,Bulia,10,9,0.9,54,Pantydia sparsa,1
Validation-selected ResNet50/ConvNeXt ensemble,50,Catocala grynea (Woody Underwing),Erebidae,Catocala,10,9,0.9,13,Psyllobora vigintiduopunctata (22-spot Ladybird Beetle),1
Validation-selected ResNet50/ConvNeXt ensemble,52,Hypena bijugalis (Dimorphic Bomolocha Moth),Erebidae,Hypena,10,9,0.9,142,Litoria fallax (Eastern Dwarf Treefrog),1
Validation-selected ResNet50/ConvNeXt ensemble,54,Pantydia sparsa,Erebidae,Pantydia,10,9,0.9,108,Sphinx pinastri (Pine Hawk-Moth),1
Validation-selected ResNet50/ConvNeXt ensemble,56,Chlorochlamys chloroleucaria (Blackberry Looper),Geometridae,Chlorochlamys,10,9,0.9,72,Euclea incisa (Green Oak-Slug Moth),1
Validation-selected ResNet50/ConvNeXt ensemble,63,Ancyloxypha numitor (Least Skipper),Hesperiidae,Ancyloxypha,10,9,0.9,96,Glutophrissa drusilla (Florida White),1
Validation-selected ResNet50/ConvNeXt ensemble,78,Leptotes marina (Marine Blue),Lycaenidae,Leptotes,10,9,0.9,77,Icaricia icarioides (Boisduval's Blue),1
Validation-selected ResNet50/ConvNeXt ensemble,80,Autographa californica (Alfalfa Looper),Noctuidae,Autographa,10,9,0.9,71,Urbanus dorantes (Dorantes Longtail),1
Validation-selected ResNet50/ConvNeXt ensemble,85,Peridea angulosa (Angulose Prominent Moth),Notodontidae,Peridea,10,9,0.9,35,Cimbex americanus (Elm Sawfly),1
Validation-selected ResNet50/ConvNeXt ensemble,87,Doxocopa laure (Silver Emperor),Nymphalidae,Doxocopa,10,9,0.9,371,Rumex hymenosepalus (canaigre dock),1
Validation-selected ResNet50/ConvNeXt ensemble,90,Limenitis arthemis (Red-spotted Admiral),Nymphalidae,Limenitis,10,9,0.9,89,Euphydryas phaeton (Baltimore Checkerspot),1
Validation-selected ResNet50/ConvNeXt ensemble,94,Papilio thoas (Thoas Swallowtail),Papilionidae,Papilio,10,9,0.9,413,Salvia apiana (white sage),1
Validation-selected ResNet50/ConvNeXt ensemble,95,Eurema daira (Barred Yellow),Pieridae,Eurema,10,9,0.9,258,Cepaea hortensis (White-lipped Snail),1
Validation-selected ResNet50/ConvNeXt ensemble,96,Glutophrissa drusilla (Florida White),Pieridae,Glutophrissa,10,9,0.9,97,Pieris brassicae (Large White Butterfly),1
Validation-selected ResNet50/ConvNeXt ensemble,98,Moodna ostrinella (Darker Moodna Moth),Pyralidae,Moodna,10,9,0.9,109,Argyrotaenia velutinana (Red-banded Leafroller),1
Validation-selected ResNet50/ConvNeXt ensemble,105,Dolba hyloeus (Pawpaw Sphinx Moth),Sphingidae,Dolba,10,9,0.9,99,Calephelis nemesis (Fatal Metalmark),1
Validation-selected ResNet50/ConvNeXt ensemble,107,Paonias excaecata (Blinded Sphinx Moth),Sphingidae,Paonias,10,9,0.9,68,Lon melane (Umber Skipper),1
Validation-selected ResNet50/ConvNeXt ensemble,113,Orthodera ministralis (Australian Green Mantis),Mantidae,Orthodera,10,9,0.9,24,Adelges tsugae (Hemlock Woolly Adelgid),1
Validation-selected ResNet50/ConvNeXt ensemble,118,Enallagma geminatum (Skimming Bluet),Coenagrionidae,Enallagma,10,9,0.9,117,Enallagma cyathigerum (Common Blue Damselfly),1
Validation-selected ResNet50/ConvNeXt ensemble,120,Hagenius brevistylus (Dragonhunter),Gomphidae,Hagenius,10,9,0.9,119,Erpetogomphus designatus (Eastern Ringtail),1
Validation-selected ResNet50/ConvNeXt ensemble,123,Pseudochorthippus curtipennis (Marsh meadow grasshopper),Acrididae,Pseudochorthippus,10,9,0.9,42,Mischocyttarus flavitarsis (Western Paper Wasp),1
Validation-selected ResNet50/ConvNeXt ensemble,125,Conocephalus fuscus (Long-winged Conehead),Tettigoniidae,Conocephalus,10,9,0.9,309,Stenotaphrum secundatum (Saint Augustine grass),1
Validation-selected ResNet50/ConvNeXt ensemble,126,Faxonius virilis (Virile Crayfish),Cambaridae,Faxonius,10,9,0.9,135,Perca flavescens (Yellow Perch),1
Validation-selected ResNet50/ConvNeXt ensemble,129,Rhinichthys atratulus (Blacknose Dace),Cyprinidae,Rhinichthys,10,9,0.9,145,Triturus carnifex (Italian Crested Newt),1
Validation-selected ResNet50/ConvNeXt ensemble,130,Squalius cephalus (Chub),Cyprinidae,Squalius,10,9,0.9,128,Pimephales notatus (Bluntnose Minnow),1
Validation-selected ResNet50/ConvNeXt ensemble,134,Parupeneus spilurus (Blackspot Goatfish),Mullidae,Parupeneus,10,9,0.9,133,Eupetrichthys angustipes (Snakeskin Wrasse),1
Validation-selected ResNet50/ConvNeXt ensemble,141,Pristimantis achatinus (Cachabi Robber Frog),Craugastoridae,Pristimantis,10,9,0.9,143,Rana aurora (Northern Red-legged Frog),1
Validation-selected ResNet50/ConvNeXt ensemble,148,Anas georgica (Yellow-billed Pintail),Anatidae,Anas,10,9,0.9,193,Calamospiza melanocorys (Lark Bunting),1
Validation-selected ResNet50/ConvNeXt ensemble,151,Mergellus albellus (Smew),Anatidae,Mergellus,10,9,0.9,152,Mergus merganser (Common Merganser),1
Validation-selected ResNet50/ConvNeXt ensemble,152,Mergus merganser (Common Merganser),Anatidae,Mergus,10,9,0.9,212,Pelecanus crispus (Dalmatian Pelican),1
Validation-selected ResNet50/ConvNeXt ensemble,153,Archilochus alexandri (Black-chinned Hummingbird),Trochilidae,Archilochus,10,9,0.9,154,Heliodoxa jacula (Green-crowned Brilliant),1
Validation-selected ResNet50/ConvNeXt ensemble,154,Heliodoxa jacula (Green-crowned Brilliant),Trochilidae,Heliodoxa,10,9,0.9,153,Archilochus alexandri (Black-chinned Hummingbird),1
Validation-selected ResNet50/ConvNeXt ensemble,159,Haematopus palliatus (American Oystercatcher),Haematopodidae,Haematopus,10,9,0.9,164,Numenius madagascariensis (Far Eastern Curlew),1
Validation-selected ResNet50/ConvNeXt ensemble,165,Tringa glareola (Wood Sandpiper),Scolopacidae,Tringa,10,9,0.9,157,Pluvialis dominica (American Golden-Plover),1
Validation-selected ResNet50/ConvNeXt ensemble,172,Corvus ossifragus (Fish Crow),Corvidae,Corvus,10,9,0.9,177,Hirundo rustica (Barn Swallow),1
Validation-selected ResNet50/ConvNeXt ensemble,179,Stelgidopteryx ruficollis (Southern Rough-winged Swallow),Hirundinidae,Stelgidopteryx,10,9,0.9,203,Contopus cooperi (Olive-sided Flycatcher),1
Validation-selected ResNet50/ConvNeXt ensemble,183,Ptilotula penicillata (White-plumed Honeyeater),Meliphagidae,Ptilotula,10,9,0.9,186,Poecile hudsonicus (Boreal Chickadee),1
Validation-selected ResNet50/ConvNeXt ensemble,188,Setophaga cerulea (Cerulean Warbler),Parulidae,Setophaga,10,9,0.9,432,Asimina triloba (common pawpaw),1
Validation-selected ResNet50/ConvNeXt ensemble,189,Setophaga citrina (Hooded Warbler),Parulidae,Setophaga,10,9,0.9,196,Eopsaltria australis (Eastern Yellow Robin),1
Validation-selected ResNet50/ConvNeXt ensemble,194,Centronyx henslowii (Henslow's Sparrow),Passerellidae,Centronyx,10,9,0.9,184,Anthus pratensis (Meadow Pipit),1
Validation-selected ResNet50/ConvNeXt ensemble,196,Eopsaltria australis (Eastern Yellow Robin),Petroicidae,Eopsaltria,10,9,0.9,186,Poecile hudsonicus (Boreal Chickadee),1
Validation-selected ResNet50/ConvNeXt ensemble,198,Regulus ignicapilla (Common Firecrest),Regulidae,Regulus,10,9,0.9,170,Pheucticus chrysopeplus (Yellow Grosbeak),1
Validation-selected ResNet50/ConvNeXt ensemble,205,Empidonax hammondii (Hammond's Flycatcher),Tyrannidae,Empidonax,10,9,0.9,207,Myiarchus cinerascens (Ash-throated Flycatcher),1
Validation-selected ResNet50/ConvNeXt ensemble,206,Fluvicola nengeta (Masked Water-Tyrant),Tyrannidae,Fluvicola,10,9,0.9,153,Archilochus alexandri (Black-chinned Hummingbird),1
Validation-selected ResNet50/ConvNeXt ensemble,210,Cochlearius cochlearius (Boat-billed Heron),Ardeidae,Cochlearius,10,9,0.9,233,Sciurus aureogaster (Red-bellied Squirrel),1
Validation-selected ResNet50/ConvNeXt ensemble,211,Nycticorax nycticorax (Black-crowned Night Heron),Ardeidae,Nycticorax,10,9,0.9,206,Fluvicola nengeta (Masked Water-Tyrant),1
Validation-selected ResNet50/ConvNeXt ensemble,212,Pelecanus crispus (Dalmatian Pelican),Pelecanidae,Pelecanus,10,9,0.9,213,Phoenicopterus ruber (American Flamingo),1
Validation-selected ResNet50/ConvNeXt ensemble,224,Lycalopex culpaeus (Culpeo),Canidae,Lycalopex,10,9,0.9,178,Riparia riparia (Bank Swallow),1
Validation-selected ResNet50/ConvNeXt ensemble,226,Mephitis macroura (Hooded Skunk),Mephitidae,Mephitis,10,9,0.9,223,Canis lupus (Gray Wolf),1
Validation-selected ResNet50/ConvNeXt ensemble,227,Phocarctos hookeri (New Zealand Sea Lion),Otariidae,Phocarctos,10,9,0.9,232,Marmota monax (Woodchuck),1
Validation-selected ResNet50/ConvNeXt ensemble,244,Iguana iguana (Green Iguana),Iguanidae,Iguana,10,9,0.9,243,Micrurus tener (Texas Coralsnake),1
Validation-selected ResNet50/ConvNeXt ensemble,250,Clinocardium nuttallii (Nuttall's Cockle),Cardiidae,Clinocardium,10,9,0.9,252,Buccinum undatum (Common Whelk),1
Validation-selected ResNet50/ConvNeXt ensemble,252,Buccinum undatum (Common Whelk),Buccinidae,Buccinum,10,9,0.9,253,Californiconus californicus (California Cone),1
Validation-selected ResNet50/ConvNeXt ensemble,253,Californiconus californicus (California Cone),Conidae,Californiconus,10,9,0.9,252,Buccinum undatum (Common Whelk),1
Validation-selected ResNet50/ConvNeXt ensemble,257,Rumina decollata (Decollate Snail),Achatinidae,Rumina,10,9,0.9,253,Californiconus californicus (California Cone),1
Validation-selected ResNet50/ConvNeXt ensemble,259,Helix lucorum (Turkish Snail),Helicidae,Helix,10,9,0.9,246,Plestiodon obsoletus (Great Plains Skink),1
Validation-selected ResNet50/ConvNeXt ensemble,260,Tonicella lineata (Lined Chiton),Tonicellidae,Tonicella,10,9,0.9,259,Helix lucorum (Turkish Snail),1
Validation-selected ResNet50/ConvNeXt ensemble,261,Peltigera praetextata (scaly pelt lichen),Peltigeraceae,Peltigera,10,9,0.9,276,Thuidium delicatulum (delicate fern moss),1
Validation-selected ResNet50/ConvNeXt ensemble,265,Chlorophyllum molybdites (green-spored parasol),Agaricaceae,Chlorophyllum,10,9,0.9,264,Agaricus xanthodermus (Yellow Stainer),1
Validation-selected ResNet50/ConvNeXt ensemble,267,Lichenomphalia umbellifera (Lichen Agaric),Hygrophoraceae,Lichenomphalia,10,9,0.9,265,Chlorophyllum molybdites (green-spored parasol),1
Validation-selected ResNet50/ConvNeXt ensemble,268,Roridomyces austrororidus,Mycenaceae,Roridomyces,10,9,0.9,267,Lichenomphalia umbellifera (Lichen Agaric),1
Validation-selected ResNet50/ConvNeXt ensemble,270,Turbinellus floccosus (Scaly Chanterelle),Gomphaceae,Turbinellus,10,9,0.9,269,Chalciporus piperatus (Peppery Bolete),1
Validation-selected ResNet50/ConvNeXt ensemble,275,Rhizomnium glabrescens (fan moss),Mniaceae,Rhizomnium,10,9,0.9,348,Cardamine hirsuta (hairy bittercress),1
Validation-selected ResNet50/ConvNeXt ensemble,276,Thuidium delicatulum (delicate fern moss),Thuidiaceae,Thuidium,10,9,0.9,480,Tolmiea menziesii (youth on age),1
Validation-selected ResNet50/ConvNeXt ensemble,278,Radula complanata (Flat-leaved Scalewort),Radulaceae,Radula,10,9,0.9,496,Cystopteris fragilis (brittle bladderfern),1
Validation-selected ResNet50/ConvNeXt ensemble,286,Muscari neglectum (Grape hyacinth),Asparagaceae,Muscari,10,9,0.9,376,Ecballium elaterium (squirting cucumber),1
Validation-selected ResNet50/ConvNeXt ensemble,287,Asphodelus ramosus (Branched Asphodel),Asphodelaceae,Asphodelus,10,9,0.9,308,Setaria viridis (Green Bristle Grass),1
