class_index,category_id,name,common_name,kingdom,phylum,taxon_class,order,family,genus,specific_epithet,image_dir_name
472,9525,Phoradendron californicum,desert mistletoe,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Phoradendron,californicum,09525_Plantae_Tracheophyta_Magnoliopsida_Santalales_Santalaceae_Phoradendron_californicum
473,9548,Toxicodendron rydbergii,poison ivy,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron,rydbergii,09548_Plantae_Tracheophyta_Magnoliopsida_Sapindales_Anacardiaceae_Toxicodendron_rydbergii
474,9550,Bursera microphylla,elephant tree,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Bursera,microphylla,09550_Plantae_Tracheophyta_Magnoliopsida_Sapindales_Burseraceae_Bursera_microphylla
475,9565,Acer campestre,field maple,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,campestre,09565_Plantae_Tracheophyta_Magnoliopsida_Sapindales_Sapindaceae_Acer_campestre
476,9586,Aesculus pavia,Red Buckeye,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,pavia,09586_Plantae_Tracheophyta_Magnoliopsida_Sapindales_Sapindaceae_Aesculus_pavia
477,9597,Crassula ovata,jade plant,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,ovata,09597_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Crassulaceae_Crassula_ovata
478,9610,Rhodiola integrifolia,western roseroot,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Rhodiola,integrifolia,09610_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Crassulaceae_Rhodiola_integrifolia
479,9640,Ribes uva-crispa,Goose-berry,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,uva-crispa,09640_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_uva-crispa
480,9674,Tolmiea menziesii,youth on age,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tolmiea,menziesii,09674_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Saxifragaceae_Tolmiea_menziesii
481,9695,Ipomoea coccinea,red morning glory,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,coccinea,09695_Plantae_Tracheophyta_Magnoliopsida_Solanales_Convolvulaceae_Ipomoea_coccinea
482,9702,Ipomoea obscura,Obscure Morning Glory,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,obscura,09702_Plantae_Tracheophyta_Magnoliopsida_Solanales_Convolvulaceae_Ipomoea_obscura
483,9735,Solanum dimidiatum,western horsenettle,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,dimidiatum,09735_Plantae_Tracheophyta_Magnoliopsida_Solanales_Solanaceae_Solanum_dimidiatum
484,9739,Solanum elaeagnifolium,White Horse-nettle,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,elaeagnifolium,09739_Plantae_Tracheophyta_Magnoliopsida_Solanales_Solanaceae_Solanum_elaeagnifolium
485,9753,Ampelopsis glandulosa,Porcelain Berry,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,glandulosa,09753_Plantae_Tracheophyta_Magnoliopsida_Vitales_Vitaceae_Ampelopsis_glandulosa
486,9766,Krameria erecta,Pima Rhatany,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,erecta,09766_Plantae_Tracheophyta_Magnoliopsida_Zygophyllales_Krameriaceae_Krameria_erecta
487,9791,Sequoiadendron giganteum,giant sequoia,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Sequoiadendron,giganteum,09791_Plantae_Tracheophyta_Pinopsida_Pinales_Cupressaceae_Sequoiadendron_giganteum
488,9793,Taxodium distichum,baldcypress,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,distichum,09793_Plantae_Tracheophyta_Pinopsida_Pinales_Cupressaceae_Taxodium_distichum
489,9794,Taxodium mucronatum,Montezuma cypress,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,mucronatum,09794_Plantae_Tracheophyta_Pinopsida_Pinales_Cupressaceae_Taxodium_mucronatum
490,9799,Abies concolor,white fir,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,concolor,09799_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Abies_concolor
491,9818,Pinus contorta,lodgepole pine,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,contorta,09818_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Pinus_contorta
492,9833,Pinus ponderosa,ponderosa pine,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,ponderosa,09833_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Pinus_ponderosa
493,9877,Gleichenia dicarpa,tangle fern,Plantae,Tracheophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,Gleichenia,dicarpa,09877_Plantae_Tracheophyta_Polypodiopsida_Gleicheniales_Gleicheniaceae_Gleichenia_dicarpa
494,9892,Asplenium bulbiferum,Hen and Chicks Fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,bulbiferum,09892_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_bulbiferum
495,9918,Lomaria discolor,Crown Fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Lomaria,discolor,09918_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Blechnaceae_Lomaria_discolor
496,9925,Cystopteris fragilis,brittle bladderfern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Cystopteris,fragilis,09925_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Cystopteridaceae_Cystopteris_fragilis
497,9928,Dennstaedtia punctilobula,hay-scented fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Dennstaedtia,punctilobula,09928_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Dennstaedtiaceae_Dennstaedtia_punctilobula
498,9987,Pteris vittata,ladder fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,vittata,09987_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Pteridaceae_Pteris_vittata
499,9990,Phegopteris hexagonoptera,broad beech fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Phegopteris,hexagonoptera,09990_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Thelypteridaceae_Phegopteris_hexagonoptera
500,4,Eratigena duellica,Giant House Spider,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Eratigena,duellica,00004_Animalia_Arthropoda_Arachnida_Araneae_Agelenidae_Eratigena_duellica
501,33,Mecynogea lemniscata,Basilica Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Mecynogea,lemniscata,00033_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Mecynogea_lemniscata
502,44,Trichonephila clavata,Jorō Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Trichonephila,clavata,00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata
503,50,Zygiella x-notata,Silver-sided Sector Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Zygiella,x-notata,00050_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Zygiella_x-notata
504,61,Oxyopes salticus,Striped Lynx Spider,Animalia,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,salticus,00061_Animalia_Arthropoda_Arachnida_Araneae_Oxyopidae_Oxyopes_salticus
505,119,Latrodectus variolus,Northern Black Widow,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,variolus,00119_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Latrodectus_variolus
506,136,Vasates quadripedes,maple bladdergall mite,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Vasates,quadripedes,00136_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Vasates_quadripedes
507,228,Elaphidion mucronatum,Spined Oak Borer,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Elaphidion,mucronatum,00228_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Elaphidion_mucronatum
508,229,Graphisurus fasciatus,Banded Graphisurus,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Graphisurus,fasciatus,00229_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Graphisurus_fasciatus
509,275,Chrysolina fastuosa,Dead-nettle Leaf Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,fastuosa,00275_Animalia_Arthropoda_Insecta_Coleoptera_Chrysomelidae_Chrysolina_fastuosa
510,276,Chrysomela populi,Poplar Leaf Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela,populi,00276_Animalia_Arthropoda_Insecta_Coleoptera_Chrysomelidae_Chrysomela_populi
511,285,Gastrophysa viridula,Green Dock-beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gastrophysa,viridula,00285_Animalia_Arthropoda_Insecta_Coleoptera_Chrysomelidae_Gastrophysa_viridula
512,337,Larinus carlinae,Canada Thistle Bud Weevil,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Larinus,carlinae,00337_Animalia_Arthropoda_Insecta_Coleoptera_Curculionidae_Larinus_carlinae
513,385,Euphoria sepulcralis,Dark Flower Scarab,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,sepulcralis,00385_Animalia_Arthropoda_Insecta_Coleoptera_Scarabaeidae_Euphoria_sepulcralis
514,405,Necrodes surinamensis,Red-lined Carrion Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Necrodes,surinamensis,00405_Animalia_Arthropoda_Insecta_Coleoptera_Silphidae_Necrodes_surinamensis
515,436,Chrysomya megacephala,Oriental Latrine Fly,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Chrysomya,megacephala,00436_Animalia_Arthropoda_Insecta_Diptera_Calliphoridae_Chrysomya_megacephala
516,494,Volucella bombylans,Bumblebee Hoverfly,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Volucella,bombylans,00494_Animalia_Arthropoda_Insecta_Diptera_Syrphidae_Volucella_bombylans
517,504,Tipula abdominalis,Giant Crane Fly,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,abdominalis,00504_Animalia_Arthropoda_Insecta_Diptera_Tipulidae_Tipula_abdominalis
518,517,Pachypsylla celtidismamma,Hackberry Nipple Gall,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Pachypsylla,celtidismamma,00517_Animalia_Arthropoda_Insecta_Hemiptera_Aphalaridae_Pachypsylla_celtidismamma
519,552,Neotibicen superbus,Superb Dog-day Cicada,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Neotibicen,superbus,00552_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Neotibicen_superbus
520,557,Acanthocephala declivis,Giant Leaf-footed Bug,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Acanthocephala,declivis,00557_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Acanthocephala_declivis
521,570,Leptoglossus phyllopus,Eastern Leaf-footed Bug,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,phyllopus,00570_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Leptoglossus_phyllopus
522,596,Membracis mexicana,Mexican Treehopper,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Membracis,mexicana,00596_Animalia_Arthropoda_Insecta_Hemiptera_Membracidae_Membracis_mexicana
523,608,Banasa dimidiata,Green Burgundy Stink Bug,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Banasa,dimidiata,00608_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Banasa_dimidiata
524,632,Palomena prasina,Green Shield Bug,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Palomena,prasina,00632_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Palomena_prasina
525,661,Boisea trivittata,Eastern Boxelder Bug,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Boisea,trivittata,00661_Animalia_Arthropoda_Insecta_Hemiptera_Rhopalidae_Boisea_trivittata
526,687,Bombus griseocollis,Brown-belted Bumblebee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,griseocollis,00687_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_griseocollis
527,693,Bombus mixtus,Fuzzy-Horned Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,mixtus,00693_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_mixtus
528,696,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,pensylvanicus,00696_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_pensylvanicus
529,712,Xylocopa sonorina,Valley Carpenter Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,sonorina,00712_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Xylocopa_sonorina
530,716,Cotesia congregata,Tomato Hornworm Parasitoid Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Cotesia,congregata,00716_Animalia_Arthropoda_Insecta_Hymenoptera_Braconidae_Cotesia_congregata
531,722,Bicyrtes quadrifasciatus,Four-banded Stink Bug Hunter Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Bicyrtes,quadrifasciatus,00722_Animalia_Arthropoda_Insecta_Hymenoptera_Crabronidae_Bicyrtes_quadrifasciatus
532,732,Callirhytis seminator,Wool Sower Gall Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Callirhytis,seminator,00732_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Callirhytis_seminator
533,770,Tetramorium immigrans,Immigrant Pavement Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,00770_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Tetramorium_immigrans
534,798,Tremex columba,Pigeon Tremex Horntail,Animalia,Arthropoda,Insecta,Hymenoptera,Siricidae,Tremex,columba,00798_Animalia_Arthropoda_Insecta_Hymenoptera_Siricidae_Tremex_columba
535,810,Ancistrocerus adiabatus,Ancistrocerus adiabatus,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus,adiabatus,00810_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Ancistrocerus_adiabatus
536,820,Monobia quadridens,Four-toothed Mason Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Monobia,quadridens,00820_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Monobia_quadridens
537,831,Polistes dorsalis,Polistes dorsalis,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,dorsalis,00831_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_dorsalis
538,833,Polistes fuscatus,Northern Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,fuscatus,00833_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_fuscatus
539,835,Polistes instabilis,Polistes instabilis,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,instabilis,00835_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_instabilis
540,841,Vespula alascensis,Alaska Yellowjacket,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,alascensis,00841_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_alascensis
541,843,Vespula maculifrons,Eastern Yellowjacket,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,maculifrons,00843_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_maculifrons
542,865,Apogeshna stenialis,Checkered Apogeshna,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Apogeshna,stenialis,00865_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Apogeshna_stenialis
543,877,Cydalima perspectalis,Box Tree Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cydalima,perspectalis,00877_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Cydalima_perspectalis
544,882,Diastictis fracturalis,Fractured Western Snout Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Diastictis,fracturalis,00882_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Diastictis_fracturalis
545,885,Elophila icciusalis,Pondside Pyralid Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,icciusalis,00885_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Elophila_icciusalis
546,887,Euchromius ocellea,Belted Grass-veneer,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Euchromius,ocellea,00887_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Euchromius_ocellea
547,903,Maruca vitrata,Mung Bean Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Maruca,vitrata,00903_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Maruca_vitrata
548,904,Microcrambus biguttellus,Gold-stripe Grass-veneer,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microcrambus,biguttellus,00904_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Microcrambus_biguttellus
549,979,Arctia villica,Cream-spot Tiger,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Arctia,villica,00979_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Arctia_villica
550,1002,Catocala neogama,The Bride,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,neogama,01002_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_neogama
551,1041,Halysidota tessellaris,Banded Tussock Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Halysidota,tessellaris,01041_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Halysidota_tessellaris
552,1048,Hypena deceptalis,Deceptive Snout,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,deceptalis,01048_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Hypena_deceptalis
553,1054,Hypercompe oslari,Hypercompe oslari,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypercompe,oslari,01054_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Hypercompe_oslari
554,1057,Hypoprepia fucosa,Painted Lichen Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypoprepia,fucosa,01057_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Hypoprepia_fucosa
555,1075,Lymantria monacha,Black Arches,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,monacha,01075_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Lymantria_monacha
556,1123,Spilosoma congrua,Agreeable Tiger Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Spilosoma,congrua,01123_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Spilosoma_congrua
557,1161,Camptogramma bilineata,Yellow Shell Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Camptogramma,bilineata,01161_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Camptogramma_bilineata
558,1165,Chiasmia emersaria,Chiasmia emersaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chiasmia,emersaria,01165_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Chiasmia_emersaria
559,1170,Chloroclystis inductata,Chloroclystis inductata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloroclystis,inductata,01170_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Chloroclystis_inductata
560,1179,Costaconvexa centrostrigaria,Bent-line Carpet,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Costaconvexa,centrostrigaria,01179_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Costaconvexa_centrostrigaria
561,1182,Cyclophora linearia,Clay Triple-Lines,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,linearia,01182_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Cyclophora_linearia
562,1183,Cyclophora nanaria,Dwarf Tawny Wave,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,nanaria,01183_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Cyclophora_nanaria
563,1209,Erannis defoliaria,Mottled Umber,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,defoliaria,01209_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Erannis_defoliaria
564,1226,Hemithea aestivaria,Common Emerald,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hemithea,aestivaria,01226_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Hemithea_aestivaria
565,1227,Heterophleps triguttaria,Three-spotted Fillip,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Heterophleps,triguttaria,01227_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Heterophleps_triguttaria
566,1256,Macaria alternata,Sharp-angled Peacock Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,alternata,01256_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Macaria_alternata
567,1261,Melanodes anthracitaria,Black Geometrid,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanodes,anthracitaria,01261_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Melanodes_anthracitaria
568,1276,Operophtera bruceata,Bruce Spanworm,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,bruceata,01276_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Operophtera_bruceata
569,1279,Orthonama obstipata,The Gem,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Orthonama,obstipata,01279_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Orthonama_obstipata
570,1338,Astraptes fulgerator,Two-barred Flasher,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Astraptes,fulgerator,01338_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Astraptes_fulgerator
571,1370,Hesperia colorado,Western Branded Skipper,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,colorado,01370_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Hesperia_colorado
572,1387,Oligoria maculata,Twin-spot Skipper,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Oligoria,maculata,01387_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Oligoria_maculata
573,1429,Euclea delphinii,Spiny Oak-slug Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Euclea,delphinii,01429_Animalia_Arthropoda_Insecta_Lepidoptera_Limacodidae_Euclea_delphinii
574,1444,Cacyreus marshalli,Common Geranium-bronze,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cacyreus,marshalli,01444_Animalia_Arthropoda_Insecta_Lepidoptera_Lycaenidae_Cacyreus_marshalli
575,1480,Heliophorus epicles,Purple Sapphire,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Heliophorus,epicles,01480_Animalia_Arthropoda_Insecta_Lepidoptera_Lycaenidae_Heliophorus_epicles
576,1514,Plebejus idas,Idas Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,idas,01514_Animalia_Arthropoda_Insecta_Lepidoptera_Lycaenidae_Plebejus_idas
577,1530,Satyrium liparops,Striped Hairstreak,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Satyrium,liparops,01530_Animalia_Arthropoda_Insecta_Lepidoptera_Lycaenidae_Satyrium_liparops
578,1555,Acronicta insita,Fingered Dagger,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,insita,01555_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Acronicta_insita
579,1618,Elaphria grata,Grateful Midget,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Elaphria,grata,01618_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Elaphria_grata
580,1642,Lacinipolia renigera,bristly cutworm,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,renigera,01642_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Lacinipolia_renigera
581,1670,Ochropleura plecta,Flame Shoulder Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ochropleura,plecta,01670_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Ochropleura_plecta
582,1690,Ponometia erastrioides,Small Bird-dropping Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ponometia,erastrioides,01690_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Ponometia_erastrioides
583,1719,Tyta luctuosa,Four-spotted Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Tyta,luctuosa,01719_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Tyta_luctuosa
584,1741,Heterocampa umbrata,White-blotched Heterocampa,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Heterocampa,umbrata,01741_Animalia_Arthropoda_Insecta_Lepidoptera_Notodontidae_Heterocampa_umbrata
585,1764,Acraea terpsicore,Tawny Coster,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Acraea,terpsicore,01764_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Acraea_terpsicore
586,1773,Anaea aidea,Tropical Leafwing Butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Anaea,aidea,01773_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Anaea_aidea
587,1809,Chlosyne ehrenbergii,White-rayed Patch,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,ehrenbergii,01809_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Chlosyne_ehrenbergii
588,1812,Chlosyne harrisii,Harris's Checkerspot,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,harrisii,01812_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Chlosyne_harrisii
589,1828,Danaus erippus,Southern Monarch,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,erippus,01828_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Danaus_erippus
590,1837,Doleschallia bisaltide,Autumn Leaf,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Doleschallia,bisaltide,01837_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Doleschallia_bisaltide
591,1842,Dynamine postverta,Mexican Sailor,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dynamine,postverta,01842_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Dynamine_postverta
