method,class_index,species,family,genus,test_images,correct,accuracy,most_common_wrong_class,most_common_wrong_species,most_common_wrong_count
Optimized ImageNet-pretrained ResNet50,340,Taraxacum officinale (common dandelion),Asteraceae,Taraxacum,10,7,0.7,349,Cardamine impatiens (narrow-leaved bittercress),1
Optimized ImageNet-pretrained ResNet50,352,Dysphania ambrosioides (Mexican tea),Amaranthaceae,Dysphania,10,7,0.7,474,Bursera microphylla (elephant tree),1
Optimized ImageNet-pretrained ResNet50,365,Eriogonum deflexum (skeleton weed),Polygonaceae,Eriogonum,10,7,0.7,175,Taeniopygia bichenovii (Double-barred Finch),1
Optimized ImageNet-pretrained ResNet50,378,Viburnum acerifolium (mapleleaf viburnum),Viburnaceae,Viburnum,10,7,0.7,485,Ampelopsis glandulosa (Porcelain Berry),1
Optimized ImageNet-pretrained ResNet50,380,Arctostaphylos glauca (Big Berry Manzanita),Ericaceae,Arctostaphylos,10,7,0.7,474,Bursera microphylla (elephant tree),1
Optimized ImageNet-pretrained ResNet50,387,Leptecophylla juniperina (Prickly mingimingi),Ericaceae,Leptecophylla,10,7,0.7,460,Crataegus marshallii (parsley hawthorn),1
Optimized ImageNet-pretrained ResNet50,405,Garrya elliptica (Coast silk tassel),Garryaceae,Garrya,10,7,0.7,388,Vaccinium membranaceum (black huckleberry),1
Optimized ImageNet-pretrained ResNet50,429,Verbascum virgatum (Wand Mullein),Scrophulariaceae,Verbascum,10,7,0.7,428,Verbascum nigrum (Dark Mullein),1
Optimized ImageNet-pretrained ResNet50,430,Duranta erecta (golden dewdrop),Verbenaceae,Duranta,10,7,0.7,469,Ulmus pumila (Siberian elm),1
Optimized ImageNet-pretrained ResNet50,438,Hypericum perforatum (Klamath weed),Hypericaceae,Hypericum,10,7,0.7,324,Erigeron sumatrensis (tropical horseweed),1
Optimized ImageNet-pretrained ResNet50,439,Salix bebbiana (bebb's willow),Salicaceae,Salix,10,7,0.7,440,Salix cinerea (Grey Willow),1
Optimized ImageNet-pretrained ResNet50,446,Oenothera rosea (rose evening primrose),Onagraceae,Oenothera,10,7,0.7,367,Persicaria maculosa (redshank),1
Optimized ImageNet-pretrained ResNet50,454,Aquilegia vulgaris (common columbine),Ranunculaceae,Aquilegia,10,7,0.7,118,Enallagma geminatum (Skimming Bluet),1
Optimized ImageNet-pretrained ResNet50,456,Clematis virginiana (Virginia virgin's-bower),Ranunculaceae,Clematis,10,7,0.7,367,Persicaria maculosa (redshank),1
Optimized ImageNet-pretrained ResNet50,457,Pulsatilla patens (eastern pasqueflower),Ranunculaceae,Pulsatilla,10,7,0.7,289,Crocus vernus (Spring Crocus),1
Optimized ImageNet-pretrained ResNet50,461,Eriobotrya japonica (Loquat),Rosaceae,Eriobotrya,10,7,0.7,439,Salix bebbiana (bebb's willow),1
Optimized ImageNet-pretrained ResNet50,463,Prunus fasciculata (desert almond),Rosaceae,Prunus,10,7,0.7,319,Ambrosia salsola (common burrobrush),1
Optimized ImageNet-pretrained ResNet50,465,Prunus spinosa (Blackthorn),Rosaceae,Prunus,10,7,0.7,362,Montia parvifolia (Small-leaved Blinks),1
Optimized ImageNet-pretrained ResNet50,476,Aesculus pavia (Red Buckeye),Sapindaceae,Aesculus,10,7,0.7,421,Odontites vulgaris (Red Odontites),1
Optimized ImageNet-pretrained ResNet50,480,Tolmiea menziesii (youth on age),Saxifragaceae,Tolmiea,10,7,0.7,310,Themeda triandra (Kangaroo Grass),1
Optimized ImageNet-pretrained ResNet50,484,Solanum elaeagnifolium (White Horse-nettle),Solanaceae,Solanum,10,7,0.7,170,Pheucticus chrysopeplus (Yellow Grosbeak),1
Optimized ImageNet-pretrained ResNet50,490,Abies concolor (white fir),Pinaceae,Abies,10,7,0.7,489,Taxodium mucronatum (Montezuma cypress),1
Optimized ImageNet-pretrained ResNet50,5,Hemiscolopendra marginata (Eastern Bark Centipede),Scolopendridae,Hemiscolopendra,10,8,0.8,6,Scolopendra heros (Giant Desert Centipede),2
Optimized ImageNet-pretrained ResNet50,9,Rutpela maculata (Spotted Longhorn),Cerambycidae,Rutpela,10,8,0.8,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),2
Optimized ImageNet-pretrained ResNet50,40,Augochloropsis metallica (Metallic Epauletted-Sweat Bee),Halictidae,Augochloropsis,10,8,0.8,39,Augochlora pura (Pure Green Sweat Bee),2
Optimized ImageNet-pretrained ResNet50,120,Hagenius brevistylus (Dragonhunter),Gomphidae,Hagenius,10,8,0.8,119,Erpetogomphus designatus (Eastern Ringtail),2
Optimized ImageNet-pretrained ResNet50,174,Pyrrhocorax graculus (Alpine Chough),Corvidae,Pyrrhocorax,10,8,0.8,172,Corvus ossifragus (Fish Crow),2
Optimized ImageNet-pretrained ResNet50,216,Phalacrocorax pelagicus (Pelagic Cormorant),Phalacrocoracidae,Phalacrocorax,10,8,0.8,217,Phalacrocorax penicillatus (Brandt's Cormorant),2
Optimized ImageNet-pretrained ResNet50,346,Myosotis scorpioides (water forget-me-not),Boraginaceae,Myosotis,10,8,0.8,345,Myosotis latifolia (broadleaf forget-me-not),2
Optimized ImageNet-pretrained ResNet50,361,Stellaria graminea (lesser stitchwort),Caryophyllaceae,Stellaria,10,8,0.8,362,Montia parvifolia (Small-leaved Blinks),2
Optimized ImageNet-pretrained ResNet50,390,Phlox drummondii (Drummond's phlox),Polemoniaceae,Phlox,10,8,0.8,431,Glandularia bipinnatifida (Dakota mock vervain),2
Optimized ImageNet-pretrained ResNet50,488,Taxodium distichum (baldcypress),Cupressaceae,Taxodium,10,8,0.8,489,Taxodium mucronatum (Montezuma cypress),2
Optimized ImageNet-pretrained ResNet50,11,Leptinotarsa juncta (False Potato Beetle),Chrysomelidae,Leptinotarsa,10,8,0.8,17,Exomala orientalis (Oriental Beetle),1
Optimized ImageNet-pretrained ResNet50,21,Eristalis stipator (Yellow-shouldered Drone Fly),Syrphidae,Eristalis,10,8,0.8,319,Ambrosia salsola (common burrobrush),1
Optimized ImageNet-pretrained ResNet50,22,Eristalis transversa (Transverse-banded Flower Fly),Syrphidae,Eristalis,10,8,0.8,9,Rutpela maculata (Spotted Longhorn),1
Optimized ImageNet-pretrained ResNet50,27,Leptoglossus occidentalis (Western Conifer Seed Bug),Coreidae,Leptoglossus,10,8,0.8,26,Leptoglossus clypealis (Western Leaf-footed Bug),1
Optimized ImageNet-pretrained ResNet50,30,Halyomorpha halys (Brown Marmorated Stink Bug),Pentatomidae,Halyomorpha,10,8,0.8,291,Dactylorhiza fuchsii (Common Spotted Orchid),1
Optimized ImageNet-pretrained ResNet50,32,Phymata americana (Jagged Ambush Bug),Reduviidae,Phymata,10,8,0.8,436,Euphorbia ophthalmica (Florida Hammock Sandmat),1
Optimized ImageNet-pretrained ResNet50,33,Andrena cineraria (Ashy Mining Bee),Andrenidae,Andrena,10,8,0.8,23,Toxomerus politus (Maize Calligrapher Fly),1
Optimized ImageNet-pretrained ResNet50,35,Cimbex americanus (Elm Sawfly),Cimbicidae,Cimbex,10,8,0.8,265,Chlorophyllum molybdites (green-spored parasol),1
Optimized ImageNet-pretrained ResNet50,39,Augochlora pura (Pure Green Sweat Bee),Halictidae,Augochlora,10,8,0.8,40,Augochloropsis metallica (Metallic Epauletted-Sweat Bee),1
Optimized ImageNet-pretrained ResNet50,43,Achyra rantalis (Garden Webworm Moth),Crambidae,Achyra,10,8,0.8,44,Agriphila straminella (Pearl Veneer),1
Optimized ImageNet-pretrained ResNet50,52,Hypena bijugalis (Dimorphic Bomolocha Moth),Erebidae,Hypena,10,8,0.8,50,Catocala grynea (Woody Underwing),1
Optimized ImageNet-pretrained ResNet50,58,Idaea aversata (Riband Wave),Geometridae,Idaea,10,8,0.8,54,Pantydia sparsa,1
Optimized ImageNet-pretrained ResNet50,63,Ancyloxypha numitor (Least Skipper),Hesperiidae,Ancyloxypha,10,8,0.8,96,Glutophrissa drusilla (Florida White),1
Optimized ImageNet-pretrained ResNet50,65,Erynnis juvenalis (Juvenal's Duskywing),Hesperiidae,Erynnis,10,8,0.8,243,Micrurus tener (Texas Coralsnake),1
Optimized ImageNet-pretrained ResNet50,80,Autographa californica (Alfalfa Looper),Noctuidae,Autographa,10,8,0.8,71,Urbanus dorantes (Dorantes Longtail),1
Optimized ImageNet-pretrained ResNet50,82,Maliattha synochitis (Black-dotted Maliattha),Noctuidae,Maliattha,10,8,0.8,81,Lithacodia musta (Small Mossy Lithacodia),1
Optimized ImageNet-pretrained ResNet50,87,Doxocopa laure (Silver Emperor),Nymphalidae,Doxocopa,10,8,0.8,405,Garrya elliptica (Coast silk tassel),1
Optimized ImageNet-pretrained ResNet50,89,Euphydryas phaeton (Baltimore Checkerspot),Nymphalidae,Euphydryas,10,8,0.8,91,Nymphalis antiopa (Mourning Cloak),1
Optimized ImageNet-pretrained ResNet50,90,Limenitis arthemis (Red-spotted Admiral),Nymphalidae,Limenitis,10,8,0.8,93,Papilio anactus (Dainty Swallowtail),1
Optimized ImageNet-pretrained ResNet50,94,Papilio thoas (Thoas Swallowtail),Papilionidae,Papilio,10,8,0.8,63,Ancyloxypha numitor (Least Skipper),1
Optimized ImageNet-pretrained ResNet50,97,Pieris brassicae (Large White Butterfly),Pieridae,Pieris,10,8,0.8,108,Sphinx pinastri (Pine Hawk-Moth),1
Optimized ImageNet-pretrained ResNet50,98,Moodna ostrinella (Darker Moodna Moth),Pyralidae,Moodna,10,8,0.8,37,Camponotus floridanus (Florida Carpenter Ant),1
Optimized ImageNet-pretrained ResNet50,107,Paonias excaecata (Blinded Sphinx Moth),Sphingidae,Paonias,10,8,0.8,32,Phymata americana (Jagged Ambush Bug),1
Optimized ImageNet-pretrained ResNet50,108,Sphinx pinastri (Pine Hawk-Moth),Sphingidae,Sphinx,10,8,0.8,49,Bulia deducta (Deduced Graphic),1
Optimized ImageNet-pretrained ResNet50,117,Enallagma cyathigerum (Common Blue Damselfly),Coenagrionidae,Enallagma,10,8,0.8,2,Dolomedes triton (Six-spotted Fishing Spider),1
Optimized ImageNet-pretrained ResNet50,130,Squalius cephalus (Chub),Cyprinidae,Squalius,10,8,0.8,131,Lepomis auritus (Redbreast Sunfish),1
Optimized ImageNet-pretrained ResNet50,135,Perca flavescens (Yellow Perch),Percidae,Perca,10,8,0.8,211,Nycticorax nycticorax (Black-crowned Night Heron),1
Optimized ImageNet-pretrained ResNet50,137,Aplodinotus grunniens (Freshwater Drum),Sciaenidae,Aplodinotus,10,8,0.8,219,Ginglymostoma cirratum (Nurse Shark),1
Optimized ImageNet-pretrained ResNet50,141,Pristimantis achatinus (Cachabi Robber Frog),Craugastoridae,Pristimantis,10,8,0.8,143,Rana aurora (Northern Red-legged Frog),1
Optimized ImageNet-pretrained ResNet50,142,Litoria fallax (Eastern Dwarf Treefrog),Pelodryadidae,Litoria,10,8,0.8,388,Vaccinium membranaceum (black huckleberry),1
Optimized ImageNet-pretrained ResNet50,149,Cygnus olor (Mute Swan),Anatidae,Cygnus,10,8,0.8,212,Pelecanus crispus (Dalmatian Pelican),1
Optimized ImageNet-pretrained ResNet50,152,Mergus merganser (Common Merganser),Anatidae,Mergus,10,8,0.8,230,Castor canadensis (American Beaver),1
Optimized ImageNet-pretrained ResNet50,164,Numenius madagascariensis (Far Eastern Curlew),Scolopacidae,Numenius,10,8,0.8,148,Anas georgica (Yellow-billed Pintail),1
Optimized ImageNet-pretrained ResNet50,169,Passerina ciris (Painted Bunting),Cardinalidae,Passerina,10,8,0.8,192,Vermivora chrysoptera (Golden-winged Warbler),1
Optimized ImageNet-pretrained ResNet50,170,Pheucticus chrysopeplus (Yellow Grosbeak),Cardinalidae,Pheucticus,10,8,0.8,183,Ptilotula penicillata (White-plumed Honeyeater),1
Optimized ImageNet-pretrained ResNet50,175,Taeniopygia bichenovii (Double-barred Finch),Estrildidae,Taeniopygia,10,8,0.8,316,Schefflera actinophylla (Octopus Tree),1
Optimized ImageNet-pretrained ResNet50,179,Stelgidopteryx ruficollis (Southern Rough-winged Swallow),Hirundinidae,Stelgidopteryx,10,8,0.8,203,Contopus cooperi (Olive-sided Flycatcher),1
Optimized ImageNet-pretrained ResNet50,181,Agelaius tricolor (Tricolored Blackbird),Icteridae,Agelaius,10,8,0.8,230,Castor canadensis (American Beaver),1
Optimized ImageNet-pretrained ResNet50,182,Quiscalus quiscula (Common Grackle),Icteridae,Quiscalus,10,8,0.8,137,Aplodinotus grunniens (Freshwater Drum),1
Optimized ImageNet-pretrained ResNet50,183,Ptilotula penicillata (White-plumed Honeyeater),Meliphagidae,Ptilotula,10,8,0.8,209,Zosterops palpebrosus (Indian White-eye),1
Optimized ImageNet-pretrained ResNet50,197,Petroica macrocephala (Tomtit),Petroicidae,Petroica,10,8,0.8,247,Crotalus oreganus (Western Rattlesnake),1
Optimized ImageNet-pretrained ResNet50,198,Regulus ignicapilla (Common Firecrest),Regulidae,Regulus,10,8,0.8,191,Setophaga ruticilla (American Redstart),1
Optimized ImageNet-pretrained ResNet50,200,Chamaea fasciata (Wrentit),Sylviidae,Chamaea,10,8,0.8,207,Myiarchus cinerascens (Ash-throated Flycatcher),1
Optimized ImageNet-pretrained ResNet50,226,Mephitis macroura (Hooded Skunk),Mephitidae,Mephitis,10,8,0.8,437,Manihot esculenta (Cassava),1
Optimized ImageNet-pretrained ResNet50,239,Lampropeltis triangulum (Eastern Milksnake),Colubridae,Lampropeltis,10,8,0.8,248,Sistrurus catenatus (Massasauga),1
Optimized ImageNet-pretrained ResNet50,244,Iguana iguana (Green Iguana),Iguanidae,Iguana,10,8,0.8,26,Leptoglossus clypealis (Western Leaf-footed Bug),1
Optimized ImageNet-pretrained ResNet50,251,Aliger gigas (Queen Conch),Strombidae,Aliger,10,8,0.8,140,Hippocampus histrix (Spiny Seahorse),1
Optimized ImageNet-pretrained ResNet50,254,Americoliva sayana (Lettered Olive),Olividae,Americoliva,10,8,0.8,253,Californiconus californicus (California Cone),1
Optimized ImageNet-pretrained ResNet50,257,Rumina decollata (Decollate Snail),Achatinidae,Rumina,10,8,0.8,137,Aplodinotus grunniens (Freshwater Drum),1
Optimized ImageNet-pretrained ResNet50,258,Cepaea hortensis (White-lipped Snail),Helicidae,Cepaea,10,8,0.8,141,Pristimantis achatinus (Cachabi Robber Frog),1
Optimized ImageNet-pretrained ResNet50,263,Umbilicaria mammulata (Smooth Rock Tripe),Umbilicariaceae,Umbilicaria,10,8,0.8,261,Peltigera praetextata (scaly pelt lichen),1
Optimized ImageNet-pretrained ResNet50,266,Amanita rubescens (blusher),Amanitaceae,Amanita,10,8,0.8,269,Chalciporus piperatus (Peppery Bolete),1
Optimized ImageNet-pretrained ResNet50,268,Roridomyces austrororidus,Mycenaceae,Roridomyces,10,8,0.8,111,Epiblema otiosana (Bidens Borer Moth),1
Optimized ImageNet-pretrained ResNet50,278,Radula complanata (Flat-leaved Scalewort),Radulaceae,Radula,10,8,0.8,496,Cystopteris fragilis (brittle bladderfern),1
Optimized ImageNet-pretrained ResNet50,290,Cephalanthera rubra (Red Helleborine),Orchidaceae,Cephalanthera,10,8,0.8,344,Echium plantagineum (Salvation Jane),1
Optimized ImageNet-pretrained ResNet50,296,Spiranthes lacera (Slender Ladies' Tresses),Orchidaceae,Spiranthes,10,8,0.8,292,Goodyera tesselata (checkered rattlesnake plantain),1
Optimized ImageNet-pretrained ResNet50,301,Trillium nivale (snow trillium),Melanthiaceae,Trillium,10,8,0.8,237,Gerrhonotus infernalis (Texas Alligator Lizard),1
Optimized ImageNet-pretrained ResNet50,302,Trillium undulatum (painted trillium),Melanthiaceae,Trillium,10,8,0.8,406,Frasera caroliniensis (American columbo),1
Optimized ImageNet-pretrained ResNet50,305,Schoenoplectus pungens (common three-square),Cyperaceae,Schoenoplectus,10,8,0.8,139,Plotosus lineatus (Striped Eel Catfish),1
Optimized ImageNet-pretrained ResNet50,311,Dendrolycopodium obscurum (princess pine),Lycopodiaceae,Dendrolycopodium,10,8,0.8,308,Setaria viridis (Green Bristle Grass),1
Optimized ImageNet-pretrained ResNet50,321,Bidens aristosa (tickseed beggar-ticks),Asteraceae,Bidens,10,8,0.8,374,Mentzelia hispida (Streambank Stickleaf),1
Optimized ImageNet-pretrained ResNet50,322,Cirsium texanum (Texas Thistle),Asteraceae,Cirsium,10,8,0.8,307,Poa annua (Annual Meadow-grass),1
Optimized ImageNet-pretrained ResNet50,332,Nabalus albus (white rattlesnakeroot),Asteraceae,Nabalus,10,8,0.8,378,Viburnum acerifolium (mapleleaf viburnum),1
Optimized ImageNet-pretrained ResNet50,334,Packera tampicana (Great Plains Ragwort),Asteraceae,Packera,10,8,0.8,341,Tithonia tubaeformis (tree marigold),1
Optimized ImageNet-pretrained ResNet50,337,Silphium terebinthinaceum (prairie dock),Asteraceae,Silphium,10,8,0.8,305,Schoenoplectus pungens (common three-square),1
Optimized ImageNet-pretrained ResNet50,347,Cakile maritima (European Searocket),Brassicaceae,Cakile,10,8,0.8,463,Prunus fasciculata (desert almond),1
Optimized ImageNet-pretrained ResNet50,356,Echinocereus stramineus (strawberry hedgehog cactus),Cactaceae,Echinocereus,10,8,0.8,358,Ferocactus cylindraceus (California barrel cactus),1
Optimized ImageNet-pretrained ResNet50,357,Escobaria vivipara (viviparous foxtail cactus),Cactaceae,Escobaria,10,8,0.8,322,Cirsium texanum (Texas Thistle),1
Optimized ImageNet-pretrained ResNet50,359,Honckenya peploides (Sea Sandwort),Caryophyllaceae,Honckenya,10,8,0.8,324,Erigeron sumatrensis (tropical horseweed),1
Optimized ImageNet-pretrained ResNet50,364,Bistorta vivipara (alpine bistort),Polygonaceae,Bistorta,10,8,0.8,441,Salix nigra (black willow),1
Optimized ImageNet-pretrained ResNet50,373,Cevallia sinuata (Stinging Serpent),Loasaceae,Cevallia,10,8,0.8,435,Croton glandulosus (Tropic Croton),1
Optimized ImageNet-pretrained ResNet50,376,Ecballium elaterium (squirting cucumber),Cucurbitaceae,Ecballium,10,8,0.8,448,Banksia integrifolia (Coastal Banksia),1
Optimized ImageNet-pretrained ResNet50,377,Symphoricarpos occidentalis (Western Snowberry),Caprifoliaceae,Symphoricarpos,10,8,0.8,439,Salix bebbiana (bebb's willow),1
Optimized ImageNet-pretrained ResNet50,379,Arbutus unedo (strawberry tree),Ericaceae,Arbutus,10,8,0.8,336,Senecio glastifolius (Woad-leaved ragwort),1
Optimized ImageNet-pretrained ResNet50,381,Calluna vulgaris (common heather),Ericaceae,Calluna,10,8,0.8,281,Allium cernuum (nodding onion),1
Optimized ImageNet-pretrained ResNet50,385,Gaultheria antipoda,Ericaceae,Gaultheria,10,8,0.8,319,Ambrosia salsola (common burrobrush),1
Optimized ImageNet-pretrained ResNet50,391,Phlox longifolia (longleaf phlox),Polemoniaceae,Phlox,10,8,0.8,295,Spathoglottis plicata (Philippine Ground Orchid),1
Optimized ImageNet-pretrained ResNet50,397,Platylobium obtusangulum (Common Flat-pea),Fabaceae,Platylobium,10,8,0.8,388,Vaccinium membranaceum (black huckleberry),1
Optimized ImageNet-pretrained ResNet50,408,Coprosma grandifolia (Kanono),Rubiaceae,Coprosma,10,8,0.8,353,Anredera cordifolia (Mignonette vine),1
Optimized ImageNet-pretrained ResNet50,413,Salvia apiana (white sage),Lamiaceae,Salvia,10,8,0.8,223,Canis lupus (Gray Wolf),1
Optimized ImageNet-pretrained ResNet50,421,Odontites vulgaris (Red Odontites),Orobanchaceae,Odontites,10,8,0.8,450,Mimetes cucullatus (red pagoda),1
Optimized ImageNet-pretrained ResNet50,426,Veronica filiformis (Slender speedwell),Plantaginaceae,Veronica,10,8,0.8,359,Honckenya peploides (Sea Sandwort),1
Optimized ImageNet-pretrained ResNet50,428,Verbascum nigrum (Dark Mullein),Scrophulariaceae,Verbascum,10,8,0.8,429,Verbascum virgatum (Wand Mullein),1
Optimized ImageNet-pretrained ResNet50,431,Glandularia bipinnatifida (Dakota mock vervain),Verbenaceae,Glandularia,10,8,0.8,396,Melilotus albus (white sweet clover),1
Optimized ImageNet-pretrained ResNet50,434,Acalypha rhomboidea (common copperleaf),Euphorbiaceae,Acalypha,10,8,0.8,424,Phryma leptostachya (American lopseed),1
Optimized ImageNet-pretrained ResNet50,437,Manihot esculenta (Cassava),Euphorbiaceae,Manihot,10,8,0.8,314,Fatsia japonica (Japanese aralia),1
Optimized ImageNet-pretrained ResNet50,448,Banksia integrifolia (Coastal Banksia),Proteaceae,Banksia,10,8,0.8,259,Helix lucorum (Turkish Snail),1
Optimized ImageNet-pretrained ResNet50,451,Actaea racemosa (black cohosh),Ranunculaceae,Actaea,10,8,0.8,460,Crataegus marshallii (parsley hawthorn),1
Optimized ImageNet-pretrained ResNet50,458,Ranunculus acris (meadow buttercup),Ranunculaceae,Ranunculus,10,8,0.8,457,Pulsatilla patens (eastern pasqueflower),1
Optimized ImageNet-pretrained ResNet50,460,Crataegus marshallii (parsley hawthorn),Rosaceae,Crataegus,10,8,0.8,349,Cardamine impatiens (narrow-leaved bittercress),1
Optimized ImageNet-pretrained ResNet50,462,Potentilla canadensis (dwarf cinquefoil),Rosaceae,Potentilla,10,8,0.8,471,Urtica urens (Dwarf Nettle),1
Optimized ImageNet-pretrained ResNet50,470,Laportea canadensis (Canadian wood nettle),Urticaceae,Laportea,10,8,0.8,436,Euphorbia ophthalmica (Florida Hammock Sandmat),1
Optimized ImageNet-pretrained ResNet50,472,Phoradendron californicum (desert mistletoe),Santalaceae,Phoradendron,10,8,0.8,380,Arctostaphylos glauca (Big Berry Manzanita),1
Optimized ImageNet-pretrained ResNet50,493,Gleichenia dicarpa (tangle fern),Gleicheniaceae,Gleichenia,10,8,0.8,497,Dennstaedtia punctilobula (hay-scented fern),1
Optimized ImageNet-pretrained ResNet50,499,Phegopteris hexagonoptera (broad beech fern),Thelypteridaceae,Phegopteris,10,8,0.8,329,Hymenopappus artemisiifolius (Old Plainsman),1
Optimized ImageNet-pretrained ResNet50,0,Araneus diadematus (Cross Orbweaver),Araneidae,Araneus,10,9,0.9,99,Calephelis nemesis (Fatal Metalmark),1
Optimized ImageNet-pretrained ResNet50,1,Trichonephila clavipes (Golden Silk Spider),Araneidae,Trichonephila,10,9,0.9,195,Pipilo erythrophthalmus (Eastern Towhee),1
Optimized ImageNet-pretrained ResNet50,2,Dolomedes triton (Six-spotted Fishing Spider),Pisauridae,Dolomedes,10,9,0.9,26,Leptoglossus clypealis (Western Leaf-footed Bug),1
Optimized ImageNet-pretrained ResNet50,3,Phidippus johnsoni (Johnson's Jumping Spider),Salticidae,Phidippus,10,9,0.9,14,Anoplotrupes stercorosus (Woodland Dor Beetle),1
Optimized ImageNet-pretrained ResNet50,10,Trichocnemis spiculatus (Spined Woodborer),Cerambycidae,Trichocnemis,10,9,0.9,19,Exaireta spinigera (Garden soldier fly),1
Optimized ImageNet-pretrained ResNet50,12,Henosepilachna vigintioctopunctata (Hadda Beetle),Coccinellidae,Henosepilachna,10,9,0.9,31,Nezara viridula (Southern Green Stink Bug),1
Optimized ImageNet-pretrained ResNet50,13,Psyllobora vigintiduopunctata (22-spot Ladybird Beetle),Coccinellidae,Psyllobora,10,9,0.9,386,Kalmia procumbens (alpine azalea),1
Optimized ImageNet-pretrained ResNet50,16,Euphoria kernii (Kern's Flower Scarab),Scarabaeidae,Euphoria,10,9,0.9,429,Verbascum virgatum (Wand Mullein),1
Optimized ImageNet-pretrained ResNet50,19,Exaireta spinigera (Garden soldier fly),Stratiomyidae,Exaireta,10,9,0.9,17,Exomala orientalis (Oriental Beetle),1
Optimized ImageNet-pretrained ResNet50,20,Copestylum mexicanum (Mexican Cactus Fly),Syrphidae,Copestylum,10,9,0.9,14,Anoplotrupes stercorosus (Woodland Dor Beetle),1
Optimized ImageNet-pretrained ResNet50,24,Adelges tsugae (Hemlock Woolly Adelgid),Adelgidae,Adelges,10,9,0.9,490,Abies concolor (white fir),1
Optimized ImageNet-pretrained ResNet50,29,Graphosoma italicum (European Striped Shield Bug),Pentatomidae,Graphosoma,10,9,0.9,11,Leptinotarsa juncta (False Potato Beetle),1
Optimized ImageNet-pretrained ResNet50,34,Xylocopa micans (Southern Carpenter Bee),Apidae,Xylocopa,10,9,0.9,291,Dactylorhiza fuchsii (Common Spotted Orchid),1
Optimized ImageNet-pretrained ResNet50,36,Amphibolips confluenta (Spongy Oak Apple Gall Wasp),Cynipidae,Amphibolips,10,9,0.9,475,Acer campestre (field maple),1
Optimized ImageNet-pretrained ResNet50,37,Camponotus floridanus (Florida Carpenter Ant),Formicidae,Camponotus,10,9,0.9,143,Rana aurora (Northern Red-legged Frog),1
Optimized ImageNet-pretrained ResNet50,42,Mischocyttarus flavitarsis (Western Paper Wasp),Vespidae,Mischocyttarus,10,9,0.9,37,Camponotus floridanus (Florida Carpenter Ant),1
Optimized ImageNet-pretrained ResNet50,48,Urola nivalis (Snowy Urola Moth),Crambidae,Urola,10,9,0.9,28,Adelphocoris lineolatus (Alfalfa Plant Bug),1
Optimized ImageNet-pretrained ResNet50,49,Bulia deducta (Deduced Graphic),Erebidae,Bulia,10,9,0.9,54,Pantydia sparsa,1
Optimized ImageNet-pretrained ResNet50,50,Catocala grynea (Woody Underwing),Erebidae,Catocala,10,9,0.9,13,Psyllobora vigintiduopunctata (22-spot Ladybird Beetle),1
Optimized ImageNet-pretrained ResNet50,53,Melipotis acontioides (Royal Poinciana Moth),Erebidae,Melipotis,10,9,0.9,110,Cydia latiferreana (Filbertworm Moth),1
Optimized ImageNet-pretrained ResNet50,54,Pantydia sparsa,Erebidae,Pantydia,10,9,0.9,108,Sphinx pinastri (Pine Hawk-Moth),1
Optimized ImageNet-pretrained ResNet50,56,Chlorochlamys chloroleucaria (Blackberry Looper),Geometridae,Chlorochlamys,10,9,0.9,54,Pantydia sparsa,1
Optimized ImageNet-pretrained ResNet50,62,Tetracis crocallata (Yellow Slant-line),Geometridae,Tetracis,10,9,0.9,42,Mischocyttarus flavitarsis (Western Paper Wasp),1
Optimized ImageNet-pretrained ResNet50,72,Euclea incisa (Green Oak-Slug Moth),Limacodidae,Euclea,10,9,0.9,140,Hippocampus histrix (Spiny Seahorse),1
Optimized ImageNet-pretrained ResNet50,75,Celastrina ladon (Spring Azure),Lycaenidae,Celastrina,10,9,0.9,76,Cyaniris semiargus (Mazarine Blue),1
Optimized ImageNet-pretrained ResNet50,76,Cyaniris semiargus (Mazarine Blue),Lycaenidae,Cyaniris,10,9,0.9,77,Icaricia icarioides (Boisduval's Blue),1
Optimized ImageNet-pretrained ResNet50,78,Leptotes marina (Marine Blue),Lycaenidae,Leptotes,10,9,0.9,463,Prunus fasciculata (desert almond),1
Optimized ImageNet-pretrained ResNet50,79,Satyrium titus (Coral Hairstreak),Lycaenidae,Satyrium,10,9,0.9,328,Helenium amarum (Bitterweed),1
Optimized ImageNet-pretrained ResNet50,85,Peridea angulosa (Angulose Prominent Moth),Notodontidae,Peridea,10,9,0.9,35,Cimbex americanus (Elm Sawfly),1
Optimized ImageNet-pretrained ResNet50,102,Hemileuca maia (Buck Moth),Saturniidae,Hemileuca,10,9,0.9,255,Phidiana hiltoni (Hilton's Aeolid),1
Optimized ImageNet-pretrained ResNet50,103,Saturnia pavonia (Small Emperor Moth),Saturniidae,Saturnia,10,9,0.9,31,Nezara viridula (Southern Green Stink Bug),1
Optimized ImageNet-pretrained ResNet50,105,Dolba hyloeus (Pawpaw Sphinx Moth),Sphingidae,Dolba,10,9,0.9,78,Leptotes marina (Marine Blue),1
Optimized ImageNet-pretrained ResNet50,106,Hippotion scrofa,Sphingidae,Hippotion,10,9,0.9,32,Phymata americana (Jagged Ambush Bug),1
Optimized ImageNet-pretrained ResNet50,113,Orthodera ministralis (Australian Green Mantis),Mantidae,Orthodera,10,9,0.9,310,Themeda triandra (Kangaroo Grass),1
