method,class_index,species,family,genus,test_images,correct,accuracy,most_common_wrong_class,most_common_wrong_species,most_common_wrong_count
ImageNet-pretrained ConvNeXt-Tiny with MixUp,270,Turbinellus floccosus (Scaly Chanterelle),Gomphaceae,Turbinellus,10,8,0.8,269,Chalciporus piperatus (Peppery Bolete),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,352,Dysphania ambrosioides (Mexican tea),Amaranthaceae,Dysphania,10,8,0.8,320,Artemisia vulgaris (common mugwort),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,387,Leptecophylla juniperina (Prickly mingimingi),Ericaceae,Leptecophylla,10,8,0.8,460,Crataegus marshallii (parsley hawthorn),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),Cantharidae,Chauliognathus,10,8,0.8,9,Rutpela maculata (Spotted Longhorn),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,11,Leptinotarsa juncta (False Potato Beetle),Chrysomelidae,Leptinotarsa,10,8,0.8,12,Henosepilachna vigintioctopunctata (Hadda Beetle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,12,Henosepilachna vigintioctopunctata (Hadda Beetle),Coccinellidae,Henosepilachna,10,8,0.8,13,Psyllobora vigintiduopunctata (22-spot Ladybird Beetle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,17,Exomala orientalis (Oriental Beetle),Scarabaeidae,Exomala,10,8,0.8,19,Exaireta spinigera (Garden soldier fly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,20,Copestylum mexicanum (Mexican Cactus Fly),Syrphidae,Copestylum,10,8,0.8,22,Eristalis transversa (Transverse-banded Flower Fly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,30,Halyomorpha halys (Brown Marmorated Stink Bug),Pentatomidae,Halyomorpha,10,8,0.8,26,Leptoglossus clypealis (Western Leaf-footed Bug),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,35,Cimbex americanus (Elm Sawfly),Cimbicidae,Cimbex,10,8,0.8,20,Copestylum mexicanum (Mexican Cactus Fly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,37,Camponotus floridanus (Florida Carpenter Ant),Formicidae,Camponotus,10,8,0.8,274,Xylobolus frustulatus (ceramic parchment),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,38,Camponotus novaeboracensis (New York Carpenter Ant),Formicidae,Camponotus,10,8,0.8,37,Camponotus floridanus (Florida Carpenter Ant),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,65,Erynnis juvenalis (Juvenal's Duskywing),Hesperiidae,Erynnis,10,8,0.8,239,Lampropeltis triangulum (Eastern Milksnake),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,70,Thymelicus lineola (European Skipper),Hesperiidae,Thymelicus,10,8,0.8,15,Oedemera femorata,1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,75,Celastrina ladon (Spring Azure),Lycaenidae,Celastrina,10,8,0.8,76,Cyaniris semiargus (Mazarine Blue),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,82,Maliattha synochitis (Black-dotted Maliattha),Noctuidae,Maliattha,10,8,0.8,53,Melipotis acontioides (Royal Poinciana Moth),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,89,Euphydryas phaeton (Baltimore Checkerspot),Nymphalidae,Euphydryas,10,8,0.8,91,Nymphalis antiopa (Mourning Cloak),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,105,Dolba hyloeus (Pawpaw Sphinx Moth),Sphingidae,Dolba,10,8,0.8,99,Calephelis nemesis (Fatal Metalmark),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,106,Hippotion scrofa,Sphingidae,Hippotion,10,8,0.8,54,Pantydia sparsa,1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,120,Hagenius brevistylus (Dragonhunter),Gomphidae,Hagenius,10,8,0.8,119,Erpetogomphus designatus (Eastern Ringtail),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,133,Eupetrichthys angustipes (Snakeskin Wrasse),Labridae,Eupetrichthys,10,8,0.8,136,Abudefduf vaigiensis (Indo-Pacific Sergeant Major),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,134,Parupeneus spilurus (Blackspot Goatfish),Mullidae,Parupeneus,10,8,0.8,133,Eupetrichthys angustipes (Snakeskin Wrasse),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,143,Rana aurora (Northern Red-legged Frog),Ranidae,Rana,10,8,0.8,480,Tolmiea menziesii (youth on age),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,145,Triturus carnifex (Italian Crested Newt),Salamandridae,Triturus,10,8,0.8,123,Pseudochorthippus curtipennis (Marsh meadow grasshopper),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,150,Melanitta perspicillata (Surf Scoter),Anatidae,Melanitta,10,8,0.8,151,Mergellus albellus (Smew),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,155,Charadrius obscurus (Red-breasted Dotterel),Charadriidae,Charadrius,10,8,0.8,156,Charadrius wilsonia (Wilson's Plover),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,166,Patagioenas flavirostris (Red-billed Pigeon),Columbidae,Patagioenas,10,8,0.8,69,Polites mystic (Long Dash Skipper),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,174,Pyrrhocorax graculus (Alpine Chough),Corvidae,Pyrrhocorax,10,8,0.8,181,Agelaius tricolor (Tricolored Blackbird),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,175,Taeniopygia bichenovii (Double-barred Finch),Estrildidae,Taeniopygia,10,8,0.8,353,Anredera cordifolia (Mignonette vine),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,178,Riparia riparia (Bank Swallow),Hirundinidae,Riparia,10,8,0.8,146,Aquila heliaca (Imperial Eagle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,180,Tachycineta thalassina (Violet-green Swallow),Hirundinidae,Tachycineta,10,8,0.8,178,Riparia riparia (Bank Swallow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,183,Ptilotula penicillata (White-plumed Honeyeater),Meliphagidae,Ptilotula,10,8,0.8,207,Myiarchus cinerascens (Ash-throated Flycatcher),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,200,Chamaea fasciata (Wrentit),Sylviidae,Chamaea,10,8,0.8,201,Saltator coerulescens (Grayish Saltator),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,201,Saltator coerulescens (Grayish Saltator),Thraupidae,Saltator,10,8,0.8,170,Pheucticus chrysopeplus (Yellow Grosbeak),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,202,Thraupis episcopus (Blue-gray Tanager),Thraupidae,Thraupis,10,8,0.8,201,Saltator coerulescens (Grayish Saltator),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,210,Cochlearius cochlearius (Boat-billed Heron),Ardeidae,Cochlearius,10,8,0.8,211,Nycticorax nycticorax (Black-crowned Night Heron),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,233,Sciurus aureogaster (Red-bellied Squirrel),Sciuridae,Sciurus,10,8,0.8,228,Galeopterus variegatus (Sunda Flying Lemur),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,236,Anguis veronensis (Italian Slow Worm),Anguidae,Anguis,10,8,0.8,240,Tantilla gracilis (Flat-headed Snake),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,238,Dendrelaphis pictus (Common Bronze-back),Colubridae,Dendrelaphis,10,8,0.8,467,Rubus schmidelioides,1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,239,Lampropeltis triangulum (Eastern Milksnake),Colubridae,Lampropeltis,10,8,0.8,248,Sistrurus catenatus (Massasauga),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,240,Tantilla gracilis (Flat-headed Snake),Colubridae,Tantilla,10,8,0.8,241,Zamenis longissimus (Aesculapian Snake),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,243,Micrurus tener (Texas Coralsnake),Elapidae,Micrurus,10,8,0.8,4,Paravaejovis puritanus,1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,254,Americoliva sayana (Lettered Olive),Olividae,Americoliva,10,8,0.8,253,Californiconus californicus (California Cone),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,266,Amanita rubescens (blusher),Amanitaceae,Amanita,10,8,0.8,269,Chalciporus piperatus (Peppery Bolete),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,272,Fomes fomentarius (Hoof Fungus),Polyporaceae,Fomes,10,8,0.8,456,Clematis virginiana (Virginia virgin's-bower),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,278,Radula complanata (Flat-leaved Scalewort),Radulaceae,Radula,10,8,0.8,394,Acacia longifolia (longleaf wattle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,302,Trillium undulatum (painted trillium),Melanthiaceae,Trillium,10,8,0.8,294,Ophrys insectifera (Fly Orchid),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,305,Schoenoplectus pungens (common three-square),Cyperaceae,Schoenoplectus,10,8,0.8,139,Plotosus lineatus (Striped Eel Catfish),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,316,Schefflera actinophylla (Octopus Tree),Araliaceae,Schefflera,10,8,0.8,433,Magnolia tripetala (umbrella magnolia),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,318,Achillea millefolium (common yarrow),Asteraceae,Achillea,10,8,0.8,320,Artemisia vulgaris (common mugwort),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,328,Helenium amarum (Bitterweed),Asteraceae,Helenium,10,8,0.8,324,Erigeron sumatrensis (tropical horseweed),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,332,Nabalus albus (white rattlesnakeroot),Asteraceae,Nabalus,10,8,0.8,378,Viburnum acerifolium (mapleleaf viburnum),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,335,Polymnia canadensis (leafcup),Asteraceae,Polymnia,10,8,0.8,366,Fallopia cilinodis (Fringed Bindweed),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,349,Cardamine impatiens (narrow-leaved bittercress),Brassicaceae,Cardamine,10,8,0.8,284,Asparagus officinalis (asparagus),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,353,Anredera cordifolia (Mignonette vine),Basellaceae,Anredera,10,8,0.8,408,Coprosma grandifolia (Kanono),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,359,Honckenya peploides (Sea Sandwort),Caryophyllaceae,Honckenya,10,8,0.8,324,Erigeron sumatrensis (tropical horseweed),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,367,Persicaria maculosa (redshank),Polygonaceae,Persicaria,10,8,0.8,434,Acalypha rhomboidea (common copperleaf),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,370,Pterostegia drymarioides (woodland pterostegia),Polygonaceae,Pterostegia,10,8,0.8,140,Hippocampus histrix (Spiny Seahorse),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,372,Canotia holacantha (crucifixion thorn),Celastraceae,Canotia,10,8,0.8,463,Prunus fasciculata (desert almond),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,375,Coriaria arborea (Tree Tutu),Coriariaceae,Coriaria,10,8,0.8,473,Toxicodendron rydbergii (poison ivy),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,382,Ceratiola ericoides (sand heath),Ericaceae,Ceratiola,10,8,0.8,359,Honckenya peploides (Sea Sandwort),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,385,Gaultheria antipoda,Ericaceae,Gaultheria,10,8,0.8,387,Leptecophylla juniperina (Prickly mingimingi),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,388,Vaccinium membranaceum (black huckleberry),Ericaceae,Vaccinium,10,8,0.8,465,Prunus spinosa (Blackthorn),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,392,Androsace septentrionalis (pygmy-flower rock-jasmine),Primulaceae,Androsace,10,8,0.8,362,Montia parvifolia (Small-leaved Blinks),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,404,Morella californica (California Wax Myrtle),Myricaceae,Morella,10,8,0.8,280,Cocos nucifera (coconut palm),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,406,Frasera caroliniensis (American columbo),Gentianaceae,Frasera,10,8,0.8,282,Hymenocallis liriosme (spring spiderlily),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,409,Ajuga genevensis (Blue Bugle),Lamiaceae,Ajuga,10,8,0.8,410,Ajuga reptans (carpet bugle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,415,Stachys palustris (Marsh Woundwort),Lamiaceae,Stachys,10,8,0.8,412,Monarda punctata (spotted horse mint),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,416,Trichostema lanatum (woolly blue curls),Lamiaceae,Trichostema,10,8,0.8,381,Calluna vulgaris (common heather),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,421,Odontites vulgaris (Red Odontites),Orobanchaceae,Odontites,10,8,0.8,324,Erigeron sumatrensis (tropical horseweed),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,429,Verbascum virgatum (Wand Mullein),Scrophulariaceae,Verbascum,10,8,0.8,428,Verbascum nigrum (Dark Mullein),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,433,Magnolia tripetala (umbrella magnolia),Magnoliaceae,Magnolia,10,8,0.8,402,Quercus michauxii (swamp chestnut oak),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,446,Oenothera rosea (rose evening primrose),Onagraceae,Oenothera,10,8,0.8,435,Croton glandulosus (Tropic Croton),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,452,Adonis vernalis (Spring Adonis),Ranunculaceae,Adonis,10,8,0.8,334,Packera tampicana (Great Plains Ragwort),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,460,Crataegus marshallii (parsley hawthorn),Rosaceae,Crataegus,10,8,0.8,349,Cardamine impatiens (narrow-leaved bittercress),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,465,Prunus spinosa (Blackthorn),Rosaceae,Prunus,10,8,0.8,362,Montia parvifolia (Small-leaved Blinks),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,472,Phoradendron californicum (desert mistletoe),Santalaceae,Phoradendron,10,8,0.8,380,Arctostaphylos glauca (Big Berry Manzanita),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,476,Aesculus pavia (Red Buckeye),Sapindaceae,Aesculus,10,8,0.8,420,Epifagus virginiana (Beechdrops),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,479,Ribes uva-crispa (Goose-berry),Grossulariaceae,Ribes,10,8,0.8,378,Viburnum acerifolium (mapleleaf viburnum),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,480,Tolmiea menziesii (youth on age),Saxifragaceae,Tolmiea,10,8,0.8,462,Potentilla canadensis (dwarf cinquefoil),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,484,Solanum elaeagnifolium (White Horse-nettle),Solanaceae,Solanum,10,8,0.8,368,Polygonum aviculare (prostrate knotweed),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,485,Ampelopsis glandulosa (Porcelain Berry),Vitaceae,Ampelopsis,10,8,0.8,447,Aristotelia serrata (Wineberry),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,494,Asplenium bulbiferum (Hen and Chicks Fern),Aspleniaceae,Asplenium,10,8,0.8,334,Packera tampicana (Great Plains Ragwort),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,496,Cystopteris fragilis (brittle bladderfern),Cystopteridaceae,Cystopteris,10,8,0.8,349,Cardamine impatiens (narrow-leaved bittercress),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,0,Araneus diadematus (Cross Orbweaver),Araneidae,Araneus,10,9,0.9,120,Hagenius brevistylus (Dragonhunter),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,1,Trichonephila clavipes (Golden Silk Spider),Araneidae,Trichonephila,10,9,0.9,187,Poecile rufescens (Chestnut-backed Chickadee),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,3,Phidippus johnsoni (Johnson's Jumping Spider),Salticidae,Phidippus,10,9,0.9,127,Petrolisthes elongatus (New Zealand Half Crab),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,6,Scolopendra heros (Giant Desert Centipede),Scolopendridae,Scolopendra,10,9,0.9,5,Hemiscolopendra marginata (Eastern Bark Centipede),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,7,Agrilus planipennis (Emerald Ash Borer),Buprestidae,Agrilus,10,9,0.9,215,Megascops asio (Eastern Screech-Owl),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,9,Rutpela maculata (Spotted Longhorn),Cerambycidae,Rutpela,10,9,0.9,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,10,Trichocnemis spiculatus (Spined Woodborer),Cerambycidae,Trichocnemis,10,9,0.9,19,Exaireta spinigera (Garden soldier fly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,16,Euphoria kernii (Kern's Flower Scarab),Scarabaeidae,Euphoria,10,9,0.9,32,Phymata americana (Jagged Ambush Bug),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,19,Exaireta spinigera (Garden soldier fly),Stratiomyidae,Exaireta,10,9,0.9,31,Nezara viridula (Southern Green Stink Bug),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,21,Eristalis stipator (Yellow-shouldered Drone Fly),Syrphidae,Eristalis,10,9,0.9,464,Prunus pumila (sand cherry),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,22,Eristalis transversa (Transverse-banded Flower Fly),Syrphidae,Eristalis,10,9,0.9,20,Copestylum mexicanum (Mexican Cactus Fly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,31,Nezara viridula (Southern Green Stink Bug),Pentatomidae,Nezara,10,9,0.9,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,36,Amphibolips confluenta (Spongy Oak Apple Gall Wasp),Cynipidae,Amphibolips,10,9,0.9,335,Polymnia canadensis (leafcup),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,41,Ammophila procera (Common Thread-waisted Wasp),Sphecidae,Ammophila,10,9,0.9,19,Exaireta spinigera (Garden soldier fly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,43,Achyra rantalis (Garden Webworm Moth),Crambidae,Achyra,10,9,0.9,44,Agriphila straminella (Pearl Veneer),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,47,Pyrausta volupialis (Volupial Pyrausta Moth),Crambidae,Pyrausta,10,9,0.9,43,Achyra rantalis (Garden Webworm Moth),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,49,Bulia deducta (Deduced Graphic),Erebidae,Bulia,10,9,0.9,54,Pantydia sparsa,1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,52,Hypena bijugalis (Dimorphic Bomolocha Moth),Erebidae,Hypena,10,9,0.9,142,Litoria fallax (Eastern Dwarf Treefrog),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,54,Pantydia sparsa,Erebidae,Pantydia,10,9,0.9,53,Melipotis acontioides (Royal Poinciana Moth),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,56,Chlorochlamys chloroleucaria (Blackberry Looper),Geometridae,Chlorochlamys,10,9,0.9,72,Euclea incisa (Green Oak-Slug Moth),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,63,Ancyloxypha numitor (Least Skipper),Hesperiidae,Ancyloxypha,10,9,0.9,77,Icaricia icarioides (Boisduval's Blue),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,69,Polites mystic (Long Dash Skipper),Hesperiidae,Polites,10,9,0.9,71,Urbanus dorantes (Dorantes Longtail),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,78,Leptotes marina (Marine Blue),Lycaenidae,Leptotes,10,9,0.9,77,Icaricia icarioides (Boisduval's Blue),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,80,Autographa californica (Alfalfa Looper),Noctuidae,Autographa,10,9,0.9,71,Urbanus dorantes (Dorantes Longtail),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,85,Peridea angulosa (Angulose Prominent Moth),Notodontidae,Peridea,10,9,0.9,35,Cimbex americanus (Elm Sawfly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,87,Doxocopa laure (Silver Emperor),Nymphalidae,Doxocopa,10,9,0.9,371,Rumex hymenosepalus (canaigre dock),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,90,Limenitis arthemis (Red-spotted Admiral),Nymphalidae,Limenitis,10,9,0.9,89,Euphydryas phaeton (Baltimore Checkerspot),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,94,Papilio thoas (Thoas Swallowtail),Papilionidae,Papilio,10,9,0.9,440,Salix cinerea (Grey Willow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,95,Eurema daira (Barred Yellow),Pieridae,Eurema,10,9,0.9,258,Cepaea hortensis (White-lipped Snail),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,96,Glutophrissa drusilla (Florida White),Pieridae,Glutophrissa,10,9,0.9,97,Pieris brassicae (Large White Butterfly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,107,Paonias excaecata (Blinded Sphinx Moth),Sphingidae,Paonias,10,9,0.9,68,Lon melane (Umber Skipper),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,108,Sphinx pinastri (Pine Hawk-Moth),Sphingidae,Sphinx,10,9,0.9,242,Basiliscus vittatus (Brown Basilisk),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,113,Orthodera ministralis (Australian Green Mantis),Mantidae,Orthodera,10,9,0.9,24,Adelges tsugae (Hemlock Woolly Adelgid),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,118,Enallagma geminatum (Skimming Bluet),Coenagrionidae,Enallagma,10,9,0.9,117,Enallagma cyathigerum (Common Blue Damselfly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,123,Pseudochorthippus curtipennis (Marsh meadow grasshopper),Acrididae,Pseudochorthippus,10,9,0.9,42,Mischocyttarus flavitarsis (Western Paper Wasp),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,124,Schistocerca obscura (Obscure Bird Grasshopper),Acrididae,Schistocerca,10,9,0.9,7,Agrilus planipennis (Emerald Ash Borer),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,125,Conocephalus fuscus (Long-winged Conehead),Tettigoniidae,Conocephalus,10,9,0.9,309,Stenotaphrum secundatum (Saint Augustine grass),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,126,Faxonius virilis (Virile Crayfish),Cambaridae,Faxonius,10,9,0.9,257,Rumina decollata (Decollate Snail),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,129,Rhinichthys atratulus (Blacknose Dace),Cyprinidae,Rhinichthys,10,9,0.9,145,Triturus carnifex (Italian Crested Newt),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,130,Squalius cephalus (Chub),Cyprinidae,Squalius,10,9,0.9,128,Pimephales notatus (Bluntnose Minnow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,141,Pristimantis achatinus (Cachabi Robber Frog),Craugastoridae,Pristimantis,10,9,0.9,143,Rana aurora (Northern Red-legged Frog),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,147,Pernis apivorus (European Honey-buzzard),Accipitridae,Pernis,10,9,0.9,182,Quiscalus quiscula (Common Grackle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,148,Anas georgica (Yellow-billed Pintail),Anatidae,Anas,10,9,0.9,193,Calamospiza melanocorys (Lark Bunting),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,149,Cygnus olor (Mute Swan),Anatidae,Cygnus,10,9,0.9,212,Pelecanus crispus (Dalmatian Pelican),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,152,Mergus merganser (Common Merganser),Anatidae,Mergus,10,9,0.9,212,Pelecanus crispus (Dalmatian Pelican),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,153,Archilochus alexandri (Black-chinned Hummingbird),Trochilidae,Archilochus,10,9,0.9,154,Heliodoxa jacula (Green-crowned Brilliant),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,154,Heliodoxa jacula (Green-crowned Brilliant),Trochilidae,Heliodoxa,10,9,0.9,153,Archilochus alexandri (Black-chinned Hummingbird),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,158,Vanellus coronatus (Crowned Lapwing),Charadriidae,Vanellus,10,9,0.9,160,Chroicocephalus hartlaubii (Hartlaub's Gull),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,159,Haematopus palliatus (American Oystercatcher),Haematopodidae,Haematopus,10,9,0.9,164,Numenius madagascariensis (Far Eastern Curlew),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,165,Tringa glareola (Wood Sandpiper),Scolopacidae,Tringa,10,9,0.9,157,Pluvialis dominica (American Golden-Plover),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,172,Corvus ossifragus (Fish Crow),Corvidae,Corvus,10,9,0.9,177,Hirundo rustica (Barn Swallow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,179,Stelgidopteryx ruficollis (Southern Rough-winged Swallow),Hirundinidae,Stelgidopteryx,10,9,0.9,203,Contopus cooperi (Olive-sided Flycatcher),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,185,Oenanthe familiaris (Familiar Chat),Muscicapidae,Oenanthe,10,9,0.9,207,Myiarchus cinerascens (Ash-throated Flycatcher),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,188,Setophaga cerulea (Cerulean Warbler),Parulidae,Setophaga,10,9,0.9,432,Asimina triloba (common pawpaw),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,189,Setophaga citrina (Hooded Warbler),Parulidae,Setophaga,10,9,0.9,196,Eopsaltria australis (Eastern Yellow Robin),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,194,Centronyx henslowii (Henslow's Sparrow),Passerellidae,Centronyx,10,9,0.9,184,Anthus pratensis (Meadow Pipit),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,196,Eopsaltria australis (Eastern Yellow Robin),Petroicidae,Eopsaltria,10,9,0.9,191,Setophaga ruticilla (American Redstart),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,198,Regulus ignicapilla (Common Firecrest),Regulidae,Regulus,10,9,0.9,170,Pheucticus chrysopeplus (Yellow Grosbeak),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,205,Empidonax hammondii (Hammond's Flycatcher),Tyrannidae,Empidonax,10,9,0.9,204,Contopus sordidulus (Western Wood-Pewee),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,206,Fluvicola nengeta (Masked Water-Tyrant),Tyrannidae,Fluvicola,10,9,0.9,153,Archilochus alexandri (Black-chinned Hummingbird),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,211,Nycticorax nycticorax (Black-crowned Night Heron),Ardeidae,Nycticorax,10,9,0.9,206,Fluvicola nengeta (Masked Water-Tyrant),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,212,Pelecanus crispus (Dalmatian Pelican),Pelecanidae,Pelecanus,10,9,0.9,213,Phoenicopterus ruber (American Flamingo),1
