method,class_index,species,family,genus,test_images,correct,accuracy,most_common_wrong_class,most_common_wrong_species,most_common_wrong_count
HOG + SVM,32,Phymata americana (Jagged Ambush Bug),Reduviidae,Phymata,10,0,0.0,451,Actaea racemosa (black cohosh),1
HOG + SVM,33,Andrena cineraria (Ashy Mining Bee),Andrenidae,Andrena,10,0,0.0,493,Gleichenia dicarpa (tangle fern),1
HOG + SVM,34,Xylocopa micans (Southern Carpenter Bee),Apidae,Xylocopa,10,0,0.0,470,Laportea canadensis (Canadian wood nettle),1
HOG + SVM,35,Cimbex americanus (Elm Sawfly),Cimbicidae,Cimbex,10,0,0.0,250,Clinocardium nuttallii (Nuttall's Cockle),1
HOG + SVM,37,Camponotus floridanus (Florida Carpenter Ant),Formicidae,Camponotus,10,0,0.0,314,Fatsia japonica (Japanese aralia),1
HOG + SVM,38,Camponotus novaeboracensis (New York Carpenter Ant),Formicidae,Camponotus,10,0,0.0,425,Veronica americana (American brooklime),1
HOG + SVM,41,Ammophila procera (Common Thread-waisted Wasp),Sphecidae,Ammophila,10,0,0.0,256,Phyllidia varicosa (Varicose Wart Slug),1
HOG + SVM,42,Mischocyttarus flavitarsis (Western Paper Wasp),Vespidae,Mischocyttarus,10,0,0.0,92,Smyrna blomfildia (Blomfild's Beauty),1
HOG + SVM,44,Agriphila straminella (Pearl Veneer),Crambidae,Agriphila,10,0,0.0,53,Melipotis acontioides (Royal Poinciana Moth),1
HOG + SVM,51,Catocala ilia (Ilia Underwing),Erebidae,Catocala,10,0,0.0,386,Kalmia procumbens (alpine azalea),1
HOG + SVM,53,Melipotis acontioides (Royal Poinciana Moth),Erebidae,Melipotis,10,0,0.0,81,Lithacodia musta (Small Mossy Lithacodia),1
HOG + SVM,63,Ancyloxypha numitor (Least Skipper),Hesperiidae,Ancyloxypha,10,0,0.0,209,Zosterops palpebrosus (Indian White-eye),1
HOG + SVM,64,Burnsius philetas (Desert Checkered-Skipper),Hesperiidae,Burnsius,10,0,0.0,20,Copestylum mexicanum (Mexican Cactus Fly),1
HOG + SVM,65,Erynnis juvenalis (Juvenal's Duskywing),Hesperiidae,Erynnis,10,0,0.0,87,Doxocopa laure (Silver Emperor),1
HOG + SVM,66,Iambrix salsala (Chestnut Bob),Hesperiidae,Iambrix,10,0,0.0,70,Thymelicus lineola (European Skipper),1
HOG + SVM,70,Thymelicus lineola (European Skipper),Hesperiidae,Thymelicus,10,0,0.0,228,Galeopterus variegatus (Sunda Flying Lemur),1
HOG + SVM,71,Urbanus dorantes (Dorantes Longtail),Hesperiidae,Urbanus,10,0,0.0,121,Lestes virens (Small Spreadwing),1
HOG + SVM,72,Euclea incisa (Green Oak-Slug Moth),Limacodidae,Euclea,10,0,0.0,470,Laportea canadensis (Canadian wood nettle),1
HOG + SVM,73,Anthene emolus (Common Ciliate Blue),Lycaenidae,Anthene,10,0,0.0,374,Mentzelia hispida (Streambank Stickleaf),1
HOG + SVM,74,Catochrysops strabo (Forget-me-not),Lycaenidae,Catochrysops,10,0,0.0,261,Peltigera praetextata (scaly pelt lichen),1
HOG + SVM,76,Cyaniris semiargus (Mazarine Blue),Lycaenidae,Cyaniris,10,0,0.0,186,Poecile hudsonicus (Boreal Chickadee),1
HOG + SVM,77,Icaricia icarioides (Boisduval's Blue),Lycaenidae,Icaricia,10,0,0.0,375,Coriaria arborea (Tree Tutu),1
HOG + SVM,78,Leptotes marina (Marine Blue),Lycaenidae,Leptotes,10,0,0.0,349,Cardamine impatiens (narrow-leaved bittercress),1
HOG + SVM,79,Satyrium titus (Coral Hairstreak),Lycaenidae,Satyrium,10,0,0.0,445,Muntingia calabura (Cherry Tree),1
HOG + SVM,80,Autographa californica (Alfalfa Looper),Noctuidae,Autographa,10,0,0.0,49,Bulia deducta (Deduced Graphic),1
HOG + SVM,83,Ponometia semiflava (Half-yellow Moth),Noctuidae,Ponometia,10,0,0.0,45,Parapoynx diminutalis (Hydrilla Leafcutter Moth),1
HOG + SVM,86,Brenthis ino (Lesser Marbled Fritillary),Nymphalidae,Brenthis,10,0,0.0,209,Zosterops palpebrosus (Indian White-eye),1
HOG + SVM,88,Dryas iulia (Julia Butterfly),Nymphalidae,Dryas,10,0,0.0,224,Lycalopex culpaeus (Culpeo),1
HOG + SVM,90,Limenitis arthemis (Red-spotted Admiral),Nymphalidae,Limenitis,10,0,0.0,198,Regulus ignicapilla (Common Firecrest),1
HOG + SVM,93,Papilio anactus (Dainty Swallowtail),Papilionidae,Papilio,10,0,0.0,54,Pantydia sparsa,1
HOG + SVM,96,Glutophrissa drusilla (Florida White),Pieridae,Glutophrissa,10,0,0.0,337,Silphium terebinthinaceum (prairie dock),1
HOG + SVM,97,Pieris brassicae (Large White Butterfly),Pieridae,Pieris,10,0,0.0,325,Eupatorium altissimum (tall boneset),1
HOG + SVM,98,Moodna ostrinella (Darker Moodna Moth),Pyralidae,Moodna,10,0,0.0,158,Vanellus coronatus (Crowned Lapwing),1
HOG + SVM,100,Melanis pixe (Red-bordered Pixie),Riodinidae,Melanis,10,0,0.0,38,Camponotus novaeboracensis (New York Carpenter Ant),1
HOG + SVM,101,Anisota senatoria (Orange-tipped Oakworm Moth),Saturniidae,Anisota,10,0,0.0,258,Cepaea hortensis (White-lipped Snail),1
HOG + SVM,102,Hemileuca maia (Buck Moth),Saturniidae,Hemileuca,10,0,0.0,171,Certhia americana (Brown Creeper),1
HOG + SVM,103,Saturnia pavonia (Small Emperor Moth),Saturniidae,Saturnia,10,0,0.0,188,Setophaga cerulea (Cerulean Warbler),1
HOG + SVM,109,Argyrotaenia velutinana (Red-banded Leafroller),Tortricidae,Argyrotaenia,10,0,0.0,416,Trichostema lanatum (woolly blue curls),1
HOG + SVM,113,Orthodera ministralis (Australian Green Mantis),Mantidae,Orthodera,10,0,0.0,207,Myiarchus cinerascens (Ash-throated Flycatcher),1
HOG + SVM,114,Chrysopa oculata,Chrysopidae,Chrysopa,10,0,0.0,384,Erica coccinea (Red Heath),1
HOG + SVM,115,Libelloides coccajus (Owly Sulphur),Myrmeleontidae,Libelloides,10,0,0.0,106,Hippotion scrofa,1
HOG + SVM,117,Enallagma cyathigerum (Common Blue Damselfly),Coenagrionidae,Enallagma,10,0,0.0,374,Mentzelia hispida (Streambank Stickleaf),1
HOG + SVM,118,Enallagma geminatum (Skimming Bluet),Coenagrionidae,Enallagma,10,0,0.0,170,Pheucticus chrysopeplus (Yellow Grosbeak),1
HOG + SVM,119,Erpetogomphus designatus (Eastern Ringtail),Gomphidae,Erpetogomphus,10,0,0.0,256,Phyllidia varicosa (Varicose Wart Slug),1
HOG + SVM,121,Lestes virens (Small Spreadwing),Lestidae,Lestes,10,0,0.0,381,Calluna vulgaris (common heather),1
HOG + SVM,122,Neurothemis taiwanensis,Libellulidae,Neurothemis,10,0,0.0,9,Rutpela maculata (Spotted Longhorn),1
HOG + SVM,123,Pseudochorthippus curtipennis (Marsh meadow grasshopper),Acrididae,Pseudochorthippus,10,0,0.0,251,Aliger gigas (Queen Conch),1
HOG + SVM,124,Schistocerca obscura (Obscure Bird Grasshopper),Acrididae,Schistocerca,10,0,0.0,222,Odocoileus virginianus (White-tailed Deer),1
HOG + SVM,125,Conocephalus fuscus (Long-winged Conehead),Tettigoniidae,Conocephalus,10,0,0.0,443,Abutilon theophrasti (velvetleaf),1
HOG + SVM,126,Faxonius virilis (Virile Crayfish),Cambaridae,Faxonius,10,0,0.0,417,Vitex agnus-castus (Lilac chaste tree),1
HOG + SVM,128,Pimephales notatus (Bluntnose Minnow),Cyprinidae,Pimephales,10,0,0.0,175,Taeniopygia bichenovii (Double-barred Finch),1
HOG + SVM,130,Squalius cephalus (Chub),Cyprinidae,Squalius,10,0,0.0,180,Tachycineta thalassina (Violet-green Swallow),1
HOG + SVM,134,Parupeneus spilurus (Blackspot Goatfish),Mullidae,Parupeneus,10,0,0.0,272,Fomes fomentarius (Hoof Fungus),1
HOG + SVM,135,Perca flavescens (Yellow Perch),Percidae,Perca,10,0,0.0,287,Asphodelus ramosus (Branched Asphodel),1
HOG + SVM,137,Aplodinotus grunniens (Freshwater Drum),Sciaenidae,Aplodinotus,10,0,0.0,129,Rhinichthys atratulus (Blacknose Dace),1
HOG + SVM,138,Paralabrax clathratus (Kelp Bass),Serranidae,Paralabrax,10,0,0.0,73,Anthene emolus (Common Ciliate Blue),1
HOG + SVM,139,Plotosus lineatus (Striped Eel Catfish),Plotosidae,Plotosus,10,0,0.0,87,Doxocopa laure (Silver Emperor),1
HOG + SVM,142,Litoria fallax (Eastern Dwarf Treefrog),Pelodryadidae,Litoria,10,0,0.0,185,Oenanthe familiaris (Familiar Chat),1
HOG + SVM,143,Rana aurora (Northern Red-legged Frog),Ranidae,Rana,10,0,0.0,499,Phegopteris hexagonoptera (broad beech fern),1
HOG + SVM,144,Aneides aeneus (Green Salamander),Plethodontidae,Aneides,10,0,0.0,232,Marmota monax (Woodchuck),1
HOG + SVM,145,Triturus carnifex (Italian Crested Newt),Salamandridae,Triturus,10,0,0.0,445,Muntingia calabura (Cherry Tree),1
HOG + SVM,149,Cygnus olor (Mute Swan),Anatidae,Cygnus,10,0,0.0,12,Henosepilachna vigintioctopunctata (Hadda Beetle),1
HOG + SVM,152,Mergus merganser (Common Merganser),Anatidae,Mergus,10,0,0.0,223,Canis lupus (Gray Wolf),1
HOG + SVM,153,Archilochus alexandri (Black-chinned Hummingbird),Trochilidae,Archilochus,10,0,0.0,172,Corvus ossifragus (Fish Crow),1
HOG + SVM,155,Charadrius obscurus (Red-breasted Dotterel),Charadriidae,Charadrius,10,0,0.0,247,Crotalus oreganus (Western Rattlesnake),1
HOG + SVM,160,Chroicocephalus hartlaubii (Hartlaub's Gull),Laridae,Chroicocephalus,10,0,0.0,27,Leptoglossus occidentalis (Western Conifer Seed Bug),1
HOG + SVM,173,Psilorhinus morio (Brown Jay),Corvidae,Psilorhinus,10,0,0.0,404,Morella californica (California Wax Myrtle),1
HOG + SVM,174,Pyrrhocorax graculus (Alpine Chough),Corvidae,Pyrrhocorax,10,0,0.0,396,Melilotus albus (white sweet clover),1
HOG + SVM,175,Taeniopygia bichenovii (Double-barred Finch),Estrildidae,Taeniopygia,10,0,0.0,476,Aesculus pavia (Red Buckeye),1
HOG + SVM,176,Loxia curvirostra (Red Crossbill),Fringillidae,Loxia,10,0,0.0,381,Calluna vulgaris (common heather),1
HOG + SVM,177,Hirundo rustica (Barn Swallow),Hirundinidae,Hirundo,10,0,0.0,28,Adelphocoris lineolatus (Alfalfa Plant Bug),1
HOG + SVM,178,Riparia riparia (Bank Swallow),Hirundinidae,Riparia,10,0,0.0,172,Corvus ossifragus (Fish Crow),1
HOG + SVM,180,Tachycineta thalassina (Violet-green Swallow),Hirundinidae,Tachycineta,10,0,0.0,162,Larus cachinnans (Caspian Gull),1
HOG + SVM,181,Agelaius tricolor (Tricolored Blackbird),Icteridae,Agelaius,10,0,0.0,192,Vermivora chrysoptera (Golden-winged Warbler),1
HOG + SVM,183,Ptilotula penicillata (White-plumed Honeyeater),Meliphagidae,Ptilotula,10,0,0.0,220,Oreotragus oreotragus (Klipspringer),1
HOG + SVM,184,Anthus pratensis (Meadow Pipit),Motacillidae,Anthus,10,0,0.0,142,Litoria fallax (Eastern Dwarf Treefrog),1
HOG + SVM,186,Poecile hudsonicus (Boreal Chickadee),Paridae,Poecile,10,0,0.0,160,Chroicocephalus hartlaubii (Hartlaub's Gull),1
HOG + SVM,187,Poecile rufescens (Chestnut-backed Chickadee),Paridae,Poecile,10,0,0.0,286,Muscari neglectum (Grape hyacinth),1
HOG + SVM,188,Setophaga cerulea (Cerulean Warbler),Parulidae,Setophaga,10,0,0.0,394,Acacia longifolia (longleaf wattle),1
HOG + SVM,189,Setophaga citrina (Hooded Warbler),Parulidae,Setophaga,10,0,0.0,34,Xylocopa micans (Southern Carpenter Bee),1
HOG + SVM,191,Setophaga ruticilla (American Redstart),Parulidae,Setophaga,10,0,0.0,218,Trogon rufus (Black-throated Trogon),1
HOG + SVM,192,Vermivora chrysoptera (Golden-winged Warbler),Parulidae,Vermivora,10,0,0.0,306,Paspalum dilatatum (Dallis grass),1
HOG + SVM,193,Calamospiza melanocorys (Lark Bunting),Passerellidae,Calamospiza,10,0,0.0,130,Squalius cephalus (Chub),1
HOG + SVM,196,Eopsaltria australis (Eastern Yellow Robin),Petroicidae,Eopsaltria,10,0,0.0,451,Actaea racemosa (black cohosh),1
HOG + SVM,197,Petroica macrocephala (Tomtit),Petroicidae,Petroica,10,0,0.0,466,Rubus bifrons (Himalayan-berry),1
HOG + SVM,198,Regulus ignicapilla (Common Firecrest),Regulidae,Regulus,10,0,0.0,234,Caiman crocodilus (Common Caiman),1
HOG + SVM,199,Sitta pusilla (Brown-headed Nuthatch),Sittidae,Sitta,10,0,0.0,132,Chaetodon capistratus (Four-eyed Butterflyfish),1
HOG + SVM,200,Chamaea fasciata (Wrentit),Sylviidae,Chamaea,10,0,0.0,450,Mimetes cucullatus (red pagoda),1
HOG + SVM,201,Saltator coerulescens (Grayish Saltator),Thraupidae,Saltator,10,0,0.0,89,Euphydryas phaeton (Baltimore Checkerspot),1
HOG + SVM,202,Thraupis episcopus (Blue-gray Tanager),Thraupidae,Thraupis,10,0,0.0,139,Plotosus lineatus (Striped Eel Catfish),1
HOG + SVM,204,Contopus sordidulus (Western Wood-Pewee),Tyrannidae,Contopus,10,0,0.0,196,Eopsaltria australis (Eastern Yellow Robin),1
HOG + SVM,205,Empidonax hammondii (Hammond's Flycatcher),Tyrannidae,Empidonax,10,0,0.0,305,Schoenoplectus pungens (common three-square),1
HOG + SVM,206,Fluvicola nengeta (Masked Water-Tyrant),Tyrannidae,Fluvicola,10,0,0.0,222,Odocoileus virginianus (White-tailed Deer),1
HOG + SVM,207,Myiarchus cinerascens (Ash-throated Flycatcher),Tyrannidae,Myiarchus,10,0,0.0,209,Zosterops palpebrosus (Indian White-eye),1
HOG + SVM,208,Zosterops japonicus (Warbling White-eye),Zosteropidae,Zosterops,10,0,0.0,217,Phalacrocorax penicillatus (Brandt's Cormorant),1
HOG + SVM,209,Zosterops palpebrosus (Indian White-eye),Zosteropidae,Zosterops,10,0,0.0,208,Zosterops japonicus (Warbling White-eye),1
HOG + SVM,211,Nycticorax nycticorax (Black-crowned Night Heron),Ardeidae,Nycticorax,10,0,0.0,193,Calamospiza melanocorys (Lark Bunting),1
HOG + SVM,212,Pelecanus crispus (Dalmatian Pelican),Pelecanidae,Pelecanus,10,0,0.0,224,Lycalopex culpaeus (Culpeo),1
HOG + SVM,213,Phoenicopterus ruber (American Flamingo),Phoenicopteridae,Phoenicopterus,10,0,0.0,148,Anas georgica (Yellow-billed Pintail),1
HOG + SVM,214,Dryobates pubescens (Downy Woodpecker),Picidae,Dryobates,10,0,0.0,99,Calephelis nemesis (Fatal Metalmark),1
HOG + SVM,215,Megascops asio (Eastern Screech-Owl),Strigidae,Megascops,10,0,0.0,296,Spiranthes lacera (Slender Ladies' Tresses),1
HOG + SVM,218,Trogon rufus (Black-throated Trogon),Trogonidae,Trogon,10,0,0.0,92,Smyrna blomfildia (Blomfild's Beauty),1
HOG + SVM,220,Oreotragus oreotragus (Klipspringer),Bovidae,Oreotragus,10,0,0.0,289,Crocus vernus (Spring Crocus),1
HOG + SVM,221,Tragelaphus oryx (Eland),Bovidae,Tragelaphus,10,0,0.0,213,Phoenicopterus ruber (American Flamingo),1
HOG + SVM,224,Lycalopex culpaeus (Culpeo),Canidae,Lycalopex,10,0,0.0,228,Galeopterus variegatus (Sunda Flying Lemur),1
HOG + SVM,226,Mephitis macroura (Hooded Skunk),Mephitidae,Mephitis,10,0,0.0,276,Thuidium delicatulum (delicate fern moss),1
HOG + SVM,228,Galeopterus variegatus (Sunda Flying Lemur),Cynocephalidae,Galeopterus,10,0,0.0,215,Megascops asio (Eastern Screech-Owl),1
HOG + SVM,229,Macropus fuliginosus (Western Grey Kangaroo),Macropodidae,Macropus,10,0,0.0,250,Clinocardium nuttallii (Nuttall's Cockle),1
HOG + SVM,230,Castor canadensis (American Beaver),Castoridae,Castor,10,0,0.0,386,Kalmia procumbens (alpine azalea),1
HOG + SVM,231,Myodes glareolus (Bank Vole),Cricetidae,Myodes,10,0,0.0,273,Hericium americanum (Bear's Head Tooth),1
HOG + SVM,232,Marmota monax (Woodchuck),Sciuridae,Marmota,10,0,0.0,152,Mergus merganser (Common Merganser),1
HOG + SVM,235,Crocodylus moreletii (Belize Crocodile),Crocodylidae,Crocodylus,10,0,0.0,129,Rhinichthys atratulus (Blacknose Dace),1
HOG + SVM,236,Anguis veronensis (Italian Slow Worm),Anguidae,Anguis,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),1
HOG + SVM,237,Gerrhonotus infernalis (Texas Alligator Lizard),Anguidae,Gerrhonotus,10,0,0.0,266,Amanita rubescens (blusher),1
HOG + SVM,238,Dendrelaphis pictus (Common Bronze-back),Colubridae,Dendrelaphis,10,0,0.0,135,Perca flavescens (Yellow Perch),1
HOG + SVM,240,Tantilla gracilis (Flat-headed Snake),Colubridae,Tantilla,10,0,0.0,167,Pavo cristatus (Common Peafowl),1
HOG + SVM,246,Plestiodon obsoletus (Great Plains Skink),Scincidae,Plestiodon,10,0,0.0,382,Ceratiola ericoides (sand heath),1
HOG + SVM,248,Sistrurus catenatus (Massasauga),Viperidae,Sistrurus,10,0,0.0,497,Dennstaedtia punctilobula (hay-scented fern),1
HOG + SVM,249,Actinia equina (Beadlet anemone),Actiniidae,Actinia,10,0,0.0,356,Echinocereus stramineus (strawberry hedgehog cactus),1
HOG + SVM,252,Buccinum undatum (Common Whelk),Buccinidae,Buccinum,10,0,0.0,493,Gleichenia dicarpa (tangle fern),1
HOG + SVM,255,Phidiana hiltoni (Hilton's Aeolid),Facelinidae,Phidiana,10,0,0.0,113,Orthodera ministralis (Australian Green Mantis),1
HOG + SVM,257,Rumina decollata (Decollate Snail),Achatinidae,Rumina,10,0,0.0,200,Chamaea fasciata (Wrentit),1
HOG + SVM,258,Cepaea hortensis (White-lipped Snail),Helicidae,Cepaea,10,0,0.0,355,Echinocereus pectinatus (Spiny Hedgehog Cactus),1
HOG + SVM,259,Helix lucorum (Turkish Snail),Helicidae,Helix,10,0,0.0,200,Chamaea fasciata (Wrentit),1
HOG + SVM,264,Agaricus xanthodermus (Yellow Stainer),Agaricaceae,Agaricus,10,0,0.0,266,Amanita rubescens (blusher),1
HOG + SVM,268,Roridomyces austrororidus,Mycenaceae,Roridomyces,10,0,0.0,270,Turbinellus floccosus (Scaly Chanterelle),1
HOG + SVM,274,Xylobolus frustulatus (ceramic parchment),Stereaceae,Xylobolus,10,0,0.0,158,Vanellus coronatus (Crowned Lapwing),1
HOG + SVM,275,Rhizomnium glabrescens (fan moss),Mniaceae,Rhizomnium,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),1
HOG + SVM,282,Hymenocallis liriosme (spring spiderlily),Amaryllidaceae,Hymenocallis,10,0,0.0,384,Erica coccinea (Red Heath),1
HOG + SVM,286,Muscari neglectum (Grape hyacinth),Asparagaceae,Muscari,10,0,0.0,396,Melilotus albus (white sweet clover),1
HOG + SVM,287,Asphodelus ramosus (Branched Asphodel),Asphodelaceae,Asphodelus,10,0,0.0,149,Cygnus olor (Mute Swan),1
HOG + SVM,290,Cephalanthera rubra (Red Helleborine),Orchidaceae,Cephalanthera,10,0,0.0,116,Calopteryx maculata (Ebony Jewelwing),1
HOG + SVM,291,Dactylorhiza fuchsii (Common Spotted Orchid),Orchidaceae,Dactylorhiza,10,0,0.0,406,Frasera caroliniensis (American columbo),1
HOG + SVM,293,Neottia nidus-avis (bird's-nest orchid),Orchidaceae,Neottia,10,0,0.0,485,Ampelopsis glandulosa (Porcelain Berry),1
HOG + SVM,294,Ophrys insectifera (Fly Orchid),Orchidaceae,Ophrys,10,0,0.0,452,Adonis vernalis (Spring Adonis),1
HOG + SVM,295,Spathoglottis plicata (Philippine Ground Orchid),Orchidaceae,Spathoglottis,10,0,0.0,226,Mephitis macroura (Hooded Skunk),1
HOG + SVM,298,Fritillaria recurva (scarlet fritillary),Liliaceae,Fritillaria,10,0,0.0,250,Clinocardium nuttallii (Nuttall's Cockle),1
HOG + SVM,299,Lilium bulbiferum (fire lily),Liliaceae,Lilium,10,0,0.0,499,Phegopteris hexagonoptera (broad beech fern),1
HOG + SVM,300,Lilium pardalinum (Leopard Lily),Liliaceae,Lilium,10,0,0.0,356,Echinocereus stramineus (strawberry hedgehog cactus),1
HOG + SVM,305,Schoenoplectus pungens (common three-square),Cyperaceae,Schoenoplectus,10,0,0.0,276,Thuidium delicatulum (delicate fern moss),1
HOG + SVM,306,Paspalum dilatatum (Dallis grass),Poaceae,Paspalum,10,0,0.0,323,Crepis tectorum (narrow-leaved hawksbeard),1
HOG + SVM,307,Poa annua (Annual Meadow-grass),Poaceae,Poa,10,0,0.0,0,Araneus diadematus (Cross Orbweaver),1
HOG + SVM,308,Setaria viridis (Green Bristle Grass),Poaceae,Setaria,10,0,0.0,20,Copestylum mexicanum (Mexican Cactus Fly),1
HOG + SVM,312,Chaerophyllum aromaticum (Broad-leaved Chervil),Apiaceae,Chaerophyllum,10,0,0.0,384,Erica coccinea (Red Heath),1
HOG + SVM,317,Ilex opaca (American holly),Aquifoliaceae,Ilex,10,0,0.0,434,Acalypha rhomboidea (common copperleaf),1
HOG + SVM,318,Achillea millefolium (common yarrow),Asteraceae,Achillea,10,0,0.0,248,Sistrurus catenatus (Massasauga),1
HOG + SVM,322,Cirsium texanum (Texas Thistle),Asteraceae,Cirsium,10,0,0.0,266,Amanita rubescens (blusher),1
HOG + SVM,323,Crepis tectorum (narrow-leaved hawksbeard),Asteraceae,Crepis,10,0,0.0,254,Americoliva sayana (Lettered Olive),1
HOG + SVM,327,Gaillardia aristata (great blanketflower),Asteraceae,Gaillardia,10,0,0.0,328,Helenium amarum (Bitterweed),1
HOG + SVM,330,Leucanthemum vulgare (oxeye daisy),Asteraceae,Leucanthemum,10,0,0.0,491,Pinus contorta (lodgepole pine),1
HOG + SVM,331,Melanthera nivea (Snow Squarestem),Asteraceae,Melanthera,10,0,0.0,214,Dryobates pubescens (Downy Woodpecker),1
HOG + SVM,332,Nabalus albus (white rattlesnakeroot),Asteraceae,Nabalus,10,0,0.0,451,Actaea racemosa (black cohosh),1
HOG + SVM,334,Packera tampicana (Great Plains Ragwort),Asteraceae,Packera,10,0,0.0,77,Icaricia icarioides (Boisduval's Blue),1
HOG + SVM,335,Polymnia canadensis (leafcup),Asteraceae,Polymnia,10,0,0.0,445,Muntingia calabura (Cherry Tree),1
HOG + SVM,339,Sonchus asper (prickly sowthistle),Asteraceae,Sonchus,10,0,0.0,287,Asphodelus ramosus (Branched Asphodel),1
HOG + SVM,346,Myosotis scorpioides (water forget-me-not),Boraginaceae,Myosotis,10,0,0.0,144,Aneides aeneus (Green Salamander),1
HOG + SVM,347,Cakile maritima (European Searocket),Brassicaceae,Cakile,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),1
HOG + SVM,348,Cardamine hirsuta (hairy bittercress),Brassicaceae,Cardamine,10,0,0.0,425,Veronica americana (American brooklime),1
HOG + SVM,349,Cardamine impatiens (narrow-leaved bittercress),Brassicaceae,Cardamine,10,0,0.0,302,Trillium undulatum (painted trillium),1
HOG + SVM,350,Dithyrea californica (California shieldpod),Brassicaceae,Dithyrea,10,0,0.0,369,Polygonum paronychia (beach knotweed),1
HOG + SVM,351,Pseudowintera colorata (Mountain Horopito),Winteraceae,Pseudowintera,10,0,0.0,493,Gleichenia dicarpa (tangle fern),1
HOG + SVM,354,Echinocereus enneacanthus (Strawberry Cactus),Cactaceae,Echinocereus,10,0,0.0,452,Adonis vernalis (Spring Adonis),1
HOG + SVM,358,Ferocactus cylindraceus (California barrel cactus),Cactaceae,Ferocactus,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),1
HOG + SVM,362,Montia parvifolia (Small-leaved Blinks),Montiaceae,Montia,10,0,0.0,384,Erica coccinea (Red Heath),1
HOG + SVM,364,Bistorta vivipara (alpine bistort),Polygonaceae,Bistorta,10,0,0.0,382,Ceratiola ericoides (sand heath),1
HOG + SVM,365,Eriogonum deflexum (skeleton weed),Polygonaceae,Eriogonum,10,0,0.0,495,Lomaria discolor (Crown Fern),1
HOG + SVM,366,Fallopia cilinodis (Fringed Bindweed),Polygonaceae,Fallopia,10,0,0.0,355,Echinocereus pectinatus (Spiny Hedgehog Cactus),1
HOG + SVM,367,Persicaria maculosa (redshank),Polygonaceae,Persicaria,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),1
HOG + SVM,373,Cevallia sinuata (Stinging Serpent),Loasaceae,Cevallia,10,0,0.0,85,Peridea angulosa (Angulose Prominent Moth),1
HOG + SVM,375,Coriaria arborea (Tree Tutu),Coriariaceae,Coriaria,10,0,0.0,384,Erica coccinea (Red Heath),1
HOG + SVM,376,Ecballium elaterium (squirting cucumber),Cucurbitaceae,Ecballium,10,0,0.0,77,Icaricia icarioides (Boisduval's Blue),1
HOG + SVM,378,Viburnum acerifolium (mapleleaf viburnum),Viburnaceae,Viburnum,10,0,0.0,458,Ranunculus acris (meadow buttercup),1
HOG + SVM,388,Vaccinium membranaceum (black huckleberry),Ericaceae,Vaccinium,10,0,0.0,371,Rumex hymenosepalus (canaigre dock),1
HOG + SVM,389,Ipomopsis longiflora (flaxflowered ipomopsis),Polemoniaceae,Ipomopsis,10,0,0.0,382,Ceratiola ericoides (sand heath),1
HOG + SVM,392,Androsace septentrionalis (pygmy-flower rock-jasmine),Primulaceae,Androsace,10,0,0.0,231,Myodes glareolus (Bank Vole),1
HOG + SVM,393,Acacia confusa (Taiwan Acacia),Fabaceae,Acacia,10,0,0.0,474,Bursera microphylla (elephant tree),1
HOG + SVM,396,Melilotus albus (white sweet clover),Fabaceae,Melilotus,10,0,0.0,328,Helenium amarum (Bitterweed),1
HOG + SVM,401,Polygala rugelii (Yellow milkwort),Polygalaceae,Polygala,10,0,0.0,164,Numenius madagascariensis (Far Eastern Curlew),1
HOG + SVM,403,Quercus phellos (willow oak),Fagaceae,Quercus,10,0,0.0,452,Adonis vernalis (Spring Adonis),1
HOG + SVM,406,Frasera caroliniensis (American columbo),Gentianaceae,Frasera,10,0,0.0,374,Mentzelia hispida (Streambank Stickleaf),1
HOG + SVM,408,Coprosma grandifolia (Kanono),Rubiaceae,Coprosma,10,0,0.0,471,Urtica urens (Dwarf Nettle),1
HOG + SVM,410,Ajuga reptans (carpet bugle),Lamiaceae,Ajuga,10,0,0.0,493,Gleichenia dicarpa (tangle fern),1
HOG + SVM,412,Monarda punctata (spotted horse mint),Lamiaceae,Monarda,10,0,0.0,77,Icaricia icarioides (Boisduval's Blue),1
HOG + SVM,415,Stachys palustris (Marsh Woundwort),Lamiaceae,Stachys,10,0,0.0,296,Spiranthes lacera (Slender Ladies' Tresses),1
HOG + SVM,418,Castilleja arvensis (field Indian paintbrush),Orobanchaceae,Castilleja,10,0,0.0,356,Echinocereus stramineus (strawberry hedgehog cactus),1
HOG + SVM,423,Erythranthe cardinalis (scarlet monkeyflower),Phrymaceae,Erythranthe,10,0,0.0,254,Americoliva sayana (Lettered Olive),1
HOG + SVM,425,Veronica americana (American brooklime),Plantaginaceae,Veronica,10,0,0.0,282,Hymenocallis liriosme (spring spiderlily),1
HOG + SVM,426,Veronica filiformis (Slender speedwell),Plantaginaceae,Veronica,10,0,0.0,419,Castilleja purpurea (Purple paintbrush),1
HOG + SVM,429,Verbascum virgatum (Wand Mullein),Scrophulariaceae,Verbascum,10,0,0.0,156,Charadrius wilsonia (Wilson's Plover),1
